Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
1371,Timm Klose,ch SUI,DF,Wolfsburg,de Bundesliga,27,1988,7.0,,,,,,,,,,,,,,,0,,,,,,Matches
1372,Lukas Klünter,de GER,"DF,MF",Köln,de Bundesliga,19,1996,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
1373,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,23,1992,9.1,,,,,,,,,,,,,,,0,,,,,,Matches
1374,Erwin Koffi,fr FRA,"DF,FW",Lorient,fr Ligue 1,20,1995,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
1375,Florian Kohls,de GER,MF,Hertha BSC,de Bundesliga,20,1995,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
1376,Dominik Kohr,de GER,"DF,MF",Augsburg,de Bundesliga,21,1994,27.5,,,,,,,,,,,,,,,3,,,,,,Matches
1377,Koke,es ESP,MF,Atlético Madrid,es La Liga,23,1992,33.0,,,,,,,,,,,,,,,12,,,,,,Matches
1378,Aleksandar Kolarov,rs SRB,DF,Manchester City,eng Premier League,29,1985,25.4,,,,,,,,,,,,,,,3,,,,,,Matches
1379,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,de Bundesliga,22,1993,17.5,,,,,,,,,,,,,,,0,,,,,,Matches
1380,Timothée Kolodziejczak,fr FRA,DF,Sevilla,es La Liga,23,1991,26.5,,,,,,,,,,,,,,,0,,,,,,Matches
1381,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,29,1986,13.1,,,,,,,,,,,,,,,0,,,,,,Matches
1382,Geoffrey Kondogbia,cf CTA,"DF,MF",Inter,it Serie A,22,1993,22.1,,,,,,,,,,,,,,,0,,,,,,Matches
1383,Arouna Koné,ci CIV,FW,Everton,eng Premier League,31,1983,16.2,,,,,,,,,,,,,,,4,,,,,,Matches
1384,Bakary Koné,bf BFA,DF,Lyon,fr Ligue 1,27,1988,4.8,,,,,,,,,,,,,,,0,,,,,,Matches
1385,Lamine Koné,ci CIV,DF,Sunderland,eng Premier League,26,1989,14.6,,,,,,,,,,,,,,,1,,,,,,Matches
1386,Lamine Koné,ci CIV,DF,Lorient,fr Ligue 1,26,1989,17.2,,,,,,,,,,,,,,,0,,,,,,Matches
1387,Mory Koné,ci CIV,DF,Troyes,fr Ligue 1,21,1994,2.6,,,,,,,,,,,,,,,1,,,,,,Matches
1388,Panagiotis Kone,gr GRE,MF,Udinese,it Serie A,28,1987,2.6,,,,,,,,,,,,,,,1,,,,,,Matches
1389,Panagiotis Kone,gr GRE,MF,Fiorentina,it Serie A,28,1987,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
1390,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,20,1995,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
1391,Abdoulay Konko,fr FRA,"DF,MF",Lazio,it Serie A,31,1984,17.0,,,,,,,,,,,,,,,0,,,,,,Matches
1392,Yevhen Konoplyanka,ua UKR,"FW,MF",Sevilla,es La Liga,25,1989,18.0,,,,,,,,,,,,,,,2,,,,,,Matches
1393,Julian Korb,de GER,"DF,MF",Gladbach,de Bundesliga,23,1992,14.1,,,,,,,,,,,,,,,1,,,,,,Matches
1394,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,29,1985,31.6,,,,,,,,,,,,,,,0,,,,,,Matches
1395,Filip Kostić,rs SRB,"DF,FW",Stuttgart,de Bundesliga,22,1992,28.8,,,,,,,,,,,,,,,5,,,,,,Matches
1396,Christian Kouakou,ci CIV,FW,Caen,fr Ligue 1,24,1991,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
1397,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,24,1991,32.1,,,,,,,,,,,,,,,0,,,,,,Matches
1398,Cheikhou Kouyaté,sn SEN,"DF,MF",West Ham,eng Premier League,25,1989,33.4,,,,,,,,,,,,,,,2,,,,,,Matches
1399,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,21,1994,11.5,,,,,,,,,,,,,,,2,,,,,,Matches
1400,Libor Kozák,cz CZE,FW,Aston Villa,eng Premier League,26,1989,2.9,,,,,,,,,,,,,,,0,,,,,,Matches
1401,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,19,1995,30.0,,,,,,,,,,,,,,,6,,,,,,Matches
1402,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,27,1988,5.5,,,,,,,,,,,,,,,0,,,,,,Matches
1403,Emil Krafth,se SWE,DF,Bologna,it Serie A,20,1994,1.6,,,,,,,,,,,,,,,0,,,,,,Matches
1404,Oliver Kragl,de GER,"DF,MF",Frosinone,it Serie A,25,1990,10.3,,,,,,,,,,,,,,,0,,,,,,Matches
1405,Andrej Kramarić,hr CRO,"FW,MF",Leicester City,eng Premier League,24,1991,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
1406,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,24,1991,12.1,,,,,,,,,,,,,,,2,,,,,,Matches
1407,Christoph Kramer,de GER,MF,Leverkusen,de Bundesliga,24,1991,26.6,,,,,,,,,,,,,,,1,,,,,,Matches
1408,Matías Kranevitter,ar ARG,MF,Atlético Madrid,es La Liga,22,1993,3.7,,,,,,,,,,,,,,,0,,,,,,Matches
1409,Artem Kravets,ua UKR,FW,Stuttgart,de Bundesliga,26,1989,6.6,,,,,,,,,,,,,,,2,,,,,,Matches
1410,Dario Krešić,hr CRO,GK,Leverkusen,de Bundesliga,31,1984,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
1411,Rene Krhin,si SVN,"FW,MF",Granada,es La Liga,25,1990,15.9,,,,,,,,,,,,,,,0,,,,,,Matches
1412,Bojan Krkić,es ESP,"FW,MF",Stoke City,eng Premier League,24,1990,18.9,,,,,,,,,,,,,,,1,,,,,,Matches
1413,Michael Krohn-Dehli,dk DEN,"FW,MF",Sevilla,es La Liga,32,1983,18.5,,,,,,,,,,,,,,,3,,,,,,Matches
1414,Felix Kroos,de GER,"DF,FW",Werder Bremen,de Bundesliga,24,1991,2.9,,,,,,,,,,,,,,,0,,,,,,Matches
1415,Toni Kroos,de GER,MF,Real Madrid,es La Liga,25,1990,30.4,,,,,,,,,,,,,,,10,,,,,,Matches
1416,Nenad Krstičić,rs SRB,MF,Sampdoria,it Serie A,25,1990,6.0,,,,,,,,,,,,,,,1,,,,,,Matches
1417,Tim Krul,nl NED,GK,Newcastle Utd,eng Premier League,27,1988,8.0,,,,,,,,,,,,,,,0,,,,,,Matches
1418,Rade Krunić,ba BIH,MF,Empoli,it Serie A,21,1993,5.5,,,,,,,,,,,,,,,0,,,,,,Matches
1419,Max Kruse,de GER,"FW,MF",Wolfsburg,de Bundesliga,27,1988,26.9,,,,,,,,,,,,,,,6,,,,,,Matches
1420,Robbie Kruse,au AUS,"FW,MF",Stuttgart,de Bundesliga,26,1988,1.1,,,,,,,,,,,,,,,0,,,,,,Matches
1421,Robbie Kruse,au AUS,"FW,MF",Leverkusen,de Bundesliga,26,1988,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
1422,Grzegorz Krychowiak,pl POL,MF,Sevilla,es La Liga,25,1990,25.2,,,,,,,,,,,,,,,0,,,,,,Matches
1423,Juraj Kucka,sk SVK,MF,Genoa,it Serie A,28,1987,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
1424,Juraj Kucka,sk SVK,MF,Milan,it Serie A,28,1987,23.1,,,,,,,,,,,,,,,3,,,,,,Matches
1425,Kevin Kurányi,de GER,FW,Hoffenheim,de Bundesliga,33,1982,5.9,,,,,,,,,,,,,,,0,,,,,,Matches
1426,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,26,1989,26.7,,,,,,,,,,,,,,,0,,,,,,Matches
1427,Layvin Kurzawa,fr FRA,DF,Monaco,fr Ligue 1,22,1992,2.5,,,,,,,,,,,,,,,2,,,,,,Matches
1428,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,22,1992,14.3,,,,,,,,,,,,,,,3,,,,,,Matches
1429,Zdravko Kuzmanović,rs SRB,MF,Udinese,it Serie A,27,1987,12.6,,,,,,,,,,,,,,,0,,,,,,Matches
1430,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,18,1997,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
1431,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,19,1995,8.1,,,,,,,,,,,,,,,2,,,,,,Matches
1432,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,29,1985,13.9,,,,,,,,,,,,,,,2,,,,,,Matches
1433,Antonino La Gumina,it ITA,FW,Palermo,it Serie A,19,1996,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
1434,Zakarie Labidi,fr FRA,MF,Lyon,fr Ligue 1,20,1995,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
1435,Gaëtan Laborde,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,21,1994,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
1436,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,24,1991,32.9,,,,,,,,,,,,,,,3,,,,,,Matches
1437,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,31,1984,29.6,,,,,,,,,,,,,,,0,,,,,,Matches
1438,Kyle Lafferty,nir NIR,FW,Norwich City,eng Premier League,27,1987,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
1439,Ángel Lafita,es ESP,"FW,MF",Getafe,es La Liga,30,1984,11.3,,,,,,,,,,,,,,,2,,,,,,Matches
1440,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,16,1999,23.8,,,,,,,,,,,,,,,0,,,,,,Matches
1441,Roberto Lago,es ESP,"DF,MF",Getafe,es La Liga,29,1985,15.2,,,,,,,,,,,,,,,2,,,,,,Matches
1442,Philipp Lahm,de GER,"DF,MF",Bayern Munich,de Bundesliga,31,1983,24.4,,,,,,,,,,,,,,,1,,,,,,Matches
1443,Aïssa Laïdouni,tn TUN,"DF,MF",Angers,fr Ligue 1,18,1996,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
1444,Adam Lallana,eng ENG,"FW,MF",Liverpool,eng Premier League,27,1988,23.4,,,,,,,,,,,,,,,6,,,,,,Matches
1445,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,25,1989,13.0,,,,,,,,,,,,,,,0,,,,,,Matches
1446,Rickie Lambert,eng ENG,FW,West Brom,eng Premier League,33,1982,6.9,,,,,,,,,,,,,,,1,,,,,,Matches
1447,Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,23,1992,26.3,,,,,,,,,,,,,,,9,,,,,,Matches
1448,Mitchell Langerak,au AUS,GK,Stuttgart,de Bundesliga,26,1988,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
1449,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,27,1988,20.9,,,,,,,,,,,,,,,1,,,,,,Matches
1450,Manuel Lanzini,ar ARG,"FW,MF",West Ham,eng Premier League,22,1993,21.2,,,,,,,,,,,,,,,2,,,,,,Matches
1451,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,21,1994,24.6,,,,,,,,,,,,,,,1,,,,,,Matches
1452,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,31,1984,32.7,,,,,,,,,,,,,,,0,,,,,,Matches
