Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
520,Raffael,br BRA,"FW,MF",de Gladbach,31,1985,5,3,249,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches
521,Rafinha,br BRA,DF,de Bayern Munich,30,1985,5,4,362,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Rafinha,br BRA,MF,es Barcelona,23,1993,6,1,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Andrea Raggi,it ITA,DF,fr Monaco,32,1984,11,8,681,7.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
524,Ivan Rakitić,hr CRO,MF,es Barcelona,28,1988,9,8,595,6.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Adil Rami,fr FRA,DF,es Sevilla,30,1985,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
526,Adrián Ramos,co COL,FW,de Dortmund,30,1986,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches
527,Sergio Ramos,es ESP,DF,es Real Madrid,30,1986,11,11,1001,11.1,1,3,4,1,0,0,4,0,0.09,0.27,0.36,0.09,0.36,Matches
528,Bart Ramselaar,nl NED,"FW,MF",nl PSV Eindhoven,20,1996,4,3,277,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Aaron Ramsey,wls WAL,MF,eng Arsenal,25,1990,4,4,307,3.4,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches
530,Lior Refaelov,il ISR,"FW,MF",be Club Brugge,30,1986,1,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Pepe Reina,es ESP,GK,it Napoli,33,1982,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Marco Reus,de GER,"FW,MF",de Dortmund,27,1989,4,3,291,3.2,4,1,5,4,0,0,0,0,1.24,0.31,1.55,1.24,1.55,Matches
533,Ricardo van Rhijn,nl NED,DF,be Club Brugge,25,1991,6,5,457,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Rhodolfo,br BRA,DF,tr Beşiktaş,29,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
535,Franck Ribéry,fr FRA,"FW,MF",de Bayern Munich,33,1983,6,5,422,4.7,0,2,2,0,0,1,0,0,0.00,0.43,0.43,0.00,0.43,Matches
536,Sergio Rico,es ESP,GK,es Sevilla,22,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
537,Tomás Rincón,ve VEN,MF,it Juventus,28,1988,3,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Arjen Robben,nl NED,"FW,MF",de Bayern Munich,32,1984,8,7,634,7.0,3,0,3,3,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
539,Sergi Roberto,es ESP,"DF,MF",es Barcelona,24,1992,8,7,632,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
540,Patrick Roberts,eng ENG,"FW,MF",sct Celtic,19,1997,6,2,232,2.6,1,0,1,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,Matches
541,Sebastian Rode,de GER,MF,de Dortmund,25,1990,4,1,140,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
542,James Rodríguez,co COL,"FW,MF",es Real Madrid,25,1991,6,4,318,3.5,0,2,2,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches
543,Marko Rog,hr CRO,MF,it Napoli,21,1995,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
544,Tom Rogić,au AUS,"FW,MF",sct Celtic,23,1992,5,5,352,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Cristiano Ronaldo,pt POR,"FW,MF",es Real Madrid,31,1985,13,13,1200,13.3,12,6,18,12,0,0,1,0,0.90,0.45,1.35,0.90,1.35,Matches
546,Danny Rose,eng ENG,"DF,MF",eng Tottenham,26,1990,3,3,270,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches
547,Artur Rudko,ua UKR,GK,ua Dynamo Kyiv,24,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Daniele Rugani,it ITA,DF,it Juventus,22,1994,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
549,Bryan Ruiz,cr CRC,"FW,MF",pt Sporting CP,30,1985,6,5,433,4.8,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
550,Serhiy Rybalka,ua UKR,MF,ua Dynamo Kyiv,26,1990,5,5,442,4.9,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
551,Maciej Rybus,pl POL,"DF,MF",fr Lyon,26,1989,4,3,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Jakub Rzeźniczak,pl POL,DF,pl Legia Warsaw,29,1986,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
553,Bacary Sagna,fr FRA,DF,eng Manchester City,33,1983,4,3,292,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
554,Olcay Şahan,tr TUR,"FW,MF",tr Beşiktaş,29,1987,2,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
555,Nuri Şahin,tr TUR,MF,de Dortmund,27,1988,3,2,160,1.8,1,1,2,1,0,0,0,0,0.56,0.56,1.13,0.56,1.13,Matches
556,Eduardo Salvio,ar ARG,"FW,MF",pt Benfica,26,1990,8,7,628,7.0,3,4,7,1,2,2,1,0,0.43,0.57,1.00,0.14,0.72,Matches
557,Andreas Samaris,gr GRE,MF,pt Benfica,27,1989,4,1,140,1.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
558,Renato Sanches,pt POR,MF,de Bayern Munich,18,1997,6,2,201,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Alexis Sánchez,cl CHI,"FW,MF",eng Arsenal,27,1988,8,8,665,7.4,3,3,6,3,0,1,1,0,0.41,0.41,0.81,0.41,0.81,Matches
560,Alex Sandro,br BRA,"DF,MF",it Juventus,25,1991,11,9,854,9.5,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches
561,Leroy Sané,de GER,"FW,MF",eng Manchester City,20,1996,4,3,281,3.1,2,2,4,2,0,0,0,0,0.64,0.64,1.28,0.64,1.28,Matches
562,Federico Santander,py PAR,FW,dk FC Copenhagen,25,1991,4,4,328,3.6,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
563,Pablo Sarabia,es ESP,"FW,MF",es Sevilla,24,1992,7,4,332,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,Matches
564,Lucas Sasha,br BRA,MF,bg Ludogorets,26,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
565,Stefan Savić,me MNE,"DF,MF",es Atlético Madrid,25,1991,10,9,829,9.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
566,Ezequiel Schelotto,it ITA,"DF,MF",pt Sporting CP,27,1989,3,2,203,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Gordon Schildenfeld,hr CRO,DF,hr Dinamo Zagreb,31,1985,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
568,Jeffrey Schlupp,gh GHA,"DF,FW",eng Leicester City,23,1992,3,2,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
569,Kasper Schmeichel,dk DEN,GK,eng Leicester City,29,1986,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Marcel Schmelzer,de GER,DF,de Dortmund,28,1988,7,6,540,6.0,0,2,2,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,Matches
571,Nico Schulz,de GER,"DF,FW",de Gladbach,23,1993,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
572,André Schürrle,de GER,"FW,MF",de Dortmund,25,1990,6,1,187,2.1,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
573,Daniel Schwaab,de GER,DF,nl PSV Eindhoven,27,1988,6,6,525,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
574,Nélson Semedo,pt POR,"DF,MF",pt Benfica,22,1993,8,8,720,8.0,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches
575,Rúben Semedo,pt POR,"DF,MF",pt Sporting CP,22,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
576,Adrian Šemper,hr CRO,GK,hr Dinamo Zagreb,18,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
577,Georgi Shchennikov,ru RUS,"DF,MF",ru CSKA Moscow,25,1991,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
578,Oleksandr Shovkovskiy,ua UKR,GK,ua Dynamo Kyiv,41,1975,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
579,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,24,1992,9,9,810,9.0,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
580,Leonardo Sigali,ar ARG,DF,hr Dinamo Zagreb,29,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
581,Adrien Silva,pt POR,MF,pt Sporting CP,27,1989,5,4,375,4.2,1,1,2,0,1,1,2,0,0.24,0.24,0.48,0.00,0.24,Matches
582,André Silva,pt POR,FW,pt Porto,20,1995,8,8,604,6.7,4,2,6,2,2,2,2,0,0.60,0.30,0.89,0.30,0.60,Matches
583,Bernardo Silva,pt POR,"FW,MF",fr Monaco,21,1994,11,11,921,10.2,2,1,3,2,0,0,1,0,0.20,0.10,0.29,0.20,0.29,Matches
584,Danilo da Silva,br BRA,DF,ua Dynamo Kyiv,29,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
585,David Silva,es ESP,"FW,MF",eng Manchester City,30,1986,6,6,540,6.0,1,2,3,1,0,0,1,0,0.17,0.33,0.50,0.17,0.50,Matches
586,Rafa Silva,pt POR,"FW,MF",pt Benfica,23,1993,3,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
587,Thiago Silva,br BRA,DF,fr Paris S-G,31,1984,7,7,586,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Timmy Simons,be BEL,"DF,MF",be Club Brugge,39,1976,4,4,360,4.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
589,Danny Simpson,eng ENG,DF,eng Leicester City,29,1987,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
590,Jozo Šimunović,hr CRO,DF,sct Celtic,21,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
591,Scott Sinclair,eng ENG,"FW,MF",sct Celtic,27,1989,5,5,406,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
592,Moussa Sissoko,fr FRA,"FW,MF",eng Tottenham,26,1989,4,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
593,Mario Šitum,hr CRO,"DF,FW",hr Dinamo Zagreb,24,1992,5,3,330,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
594,Islam Slimani,dz ALG,FW,eng Leicester City,28,1988,5,3,271,3.0,1,1,2,1,0,0,2,0,0.33,0.33,0.66,0.33,0.66,Matches
595,Tiquinho Soares,br BRA,FW,pt Porto,25,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
596,Yann Sommer,ch SUI,GK,de Gladbach,27,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
597,Borna Sosa,hr CRO,"DF,MF",hr Dinamo Zagreb,18,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
598,Hillel Soudani,dz ALG,"FW,MF",hr Dinamo Zagreb,28,1987,5,5,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
599,Claudemir de Souza,br BRA,MF,be Club Brugge,28,1988,5,5,445,4.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
600,Andraž Šporar,si SVN,FW,ch Basel,22,1994,4,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
601,Renato Steffen,ch SUI,"FW,MF",ch Basel,24,1991,5,5,450,5.0,1,0,1,1,0,0,3,0,0.20,0.00,0.20,0.20,0.20,Matches
602,Raheem Sterling,eng ENG,"FW,MF",eng Manchester City,21,1994,7,7,578,6.4,2,3,5,2,0,0,3,0,0.31,0.47,0.78,0.31,0.78,Matches
603,Lars Stindl,de GER,"FW,MF",de Gladbach,27,1988,5,5,387,4.3,2,1,3,2,0,0,0,2,0.47,0.23,0.70,0.47,0.70,Matches
604,Petar Stojanović,si SVN,"DF,MF",hr Dinamo Zagreb,20,1995,4,3,241,2.7,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
605,John Stones,eng ENG,DF,eng Manchester City,22,1994,7,6,557,6.2,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
606,Vladislav Stoyanov,bg BUL,GK,bg Ludogorets,29,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
607,Carlos Strandberg,se SWE,FW,ru CSKA Moscow,20,1996,5,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
608,Tobias Strobl,de GER,"DF,MF",de Gladbach,26,1990,5,5,437,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
609,Stefano Sturaro,it ITA,MF,it Juventus,23,1993,4,1,139,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
610,Denis Suárez,es ESP,MF,es Barcelona,22,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
611,Luis Suárez,uy URU,FW,es Barcelona,29,1987,9,9,810,9.0,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67,Matches
612,Danijel Subašić,hr CRO,GK,fr Monaco,31,1984,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Marek Suchý,cz CZE,DF,ch Basel,28,1988,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
614,Erik Sviatchenko,dk DEN,DF,sct Celtic,24,1991,6,6,518,5.8,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
615,Serhiy Sydorchuk,ua UKR,MF,ua Dynamo Kyiv,25,1991,5,5,357,4.0,1,1,2,1,0,0,2,2,0.25,0.25,0.50,0.25,0.50,Matches
616,Jonathan Tah,de GER,DF,de Leverkusen,20,1996,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
617,Talisca,br BRA,"FW,MF",tr Beşiktaş,22,1994,3,1,134,1.5,1,0,1,1,0,0,0,0,0.67,0.00,0.67,0.67,0.67,Matches
618,Alex Telles,br BRA,DF,pt Porto,23,1992,7,7,567,6.3,0,2,2,0,0,0,0,2,0.00,0.32,0.32,0.00,0.32,Matches
619,Marc-André ter Stegen,de GER,GK,es Barcelona,24,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
620,Denis Terentyev,ru RUS,DF,ru Rostov,23,1992,5,2,210,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Kieran Tierney,sct SCO,"DF,MF",sct Celtic,19,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
622,Corentin Tolisso,fr FRA,"DF,MF",fr Lyon,21,1994,6,5,450,5.0,2,1,3,2,0,0,1,0,0.40,0.20,0.60,0.40,0.60,Matches
623,Ömer Toprak,tr TUR,DF,de Leverkusen,27,1989,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
624,Fernando Torres,es ESP,FW,es Atlético Madrid,32,1984,9,5,469,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
625,Óliver Torres,es ESP,"FW,MF",pt Porto,21,1994,7,7,597,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
626,Duško Tošić,rs SRB,DF,tr Beşiktaş,31,1985,6,6,444,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
627,Zoran Tošić,rs SRB,"FW,MF",ru CSKA Moscow,29,1987,4,4,289,3.2,0,2,2,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
628,Cenk Tosun,tr TUR,"FW,MF",tr Beşiktaş,25,1991,6,0,218,2.4,1,0,1,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
629,Almamy Touré,ml MLI,DF,fr Monaco,20,1996,5,3,299,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
630,Kolo Touré,ci CIV,DF,sct Celtic,35,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
631,Yaya Touré,ci CIV,MF,eng Manchester City,33,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Lucas Tousart,fr FRA,MF,fr Lyon,19,1997,1,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
633,Youssef Toutouh,dk DEN,"FW,MF",dk FC Copenhagen,23,1992,6,4,375,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
634,Adama Traoré,ci CIV,"DF,MF",ch Basel,26,1990,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
635,Adama Traoré,ml MLI,"FW,MF",fr Monaco,21,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
636,Ibrahima Traoré,gn GUI,MF,de Gladbach,28,1988,4,3,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
637,Lacina Traoré,ci CIV,FW,ru CSKA Moscow,26,1990,6,4,360,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50,Matches
638,Kevin Trapp,de GER,GK,fr Paris S-G,26,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
639,Kieran Trippier,eng ENG,"DF,MF",eng Tottenham,25,1990,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
640,Viktor Tsyhankov,ua UKR,"FW,MF",ua Dynamo Kyiv,18,1997,6,3,262,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.69,0.34,0.69,Matches
641,Arda Turan,tr TUR,"FW,MF",es Barcelona,29,1987,5,1,172,1.9,4,1,5,4,0,0,0,0,2.09,0.52,2.62,2.09,2.62,Matches
642,Leonardo Ulloa,ar ARG,FW,eng Leicester City,30,1986,4,0,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
643,Sven Ulreich,de GER,GK,de Bayern Munich,27,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,Samuel Umtiti,fr FRA,DF,es Barcelona,22,1993,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
645,Necip Uysal,tr TUR,"DF,MF",tr Beşiktaş,25,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
646,Tomáš Vaclík,cz CZE,GK,ch Basel,27,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
647,Mathieu Valbuena,fr FRA,"FW,MF",fr Lyon,31,1984,3,2,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
648,Hans Vanaken,be BEL,"FW,MF",be Club Brugge,23,1992,6,4,365,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
649,Raphaël Varane,fr FRA,"DF,MF",es Real Madrid,23,1993,10,10,900,10.0,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches
650,Jamie Vardy,eng ENG,FW,eng Leicester City,29,1987,9,9,772,8.6,2,0,2,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches
651,Silvestre Varela,pt POR,"FW,MF",pt Porto,31,1985,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
652,Franco Vázquez,ar ARG,"FW,MF",es Sevilla,27,1989,5,5,334,3.7,0,1,1,0,0,0,0,2,0.00,0.27,0.27,0.00,0.27,Matches
653,Lucas Vázquez,es ESP,"DF,FW",es Real Madrid,25,1991,10,2,366,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
654,Benjamin Verbič,si SVN,"FW,MF",dk FC Copenhagen,22,1993,5,4,327,3.6,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches
655,Marco Verratti,it ITA,MF,fr Paris S-G,23,1992,7,7,599,6.7,0,2,2,0,0,0,3,2,0.00,0.30,0.30,0.00,0.30,Matches
656,Jan Vertonghen,be BEL,DF,eng Tottenham,29,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
657,Jannik Vestergaard,dk DEN,DF,de Gladbach,23,1992,4,3,300,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
658,Domagoj Vida,hr CRO,"DF,MF",ua Dynamo Kyiv,27,1989,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Aleix Vidal,es ESP,"DF,MF",es Barcelona,26,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
660,Arturo Vidal,cl CHI,MF,de Bayern Munich,29,1987,8,8,714,7.9,3,0,3,3,0,0,2,2,0.38,0.00,0.38,0.38,0.38,Matches
661,Luciano Vietto,ar ARG,"FW,MF",es Sevilla,22,1993,4,4,291,3.2,1,1,2,1,0,1,0,0,0.31,0.31,0.62,0.31,0.62,Matches
662,Vitinha,pt POR,DF,bg Ludogorets,30,1986,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
663,Vitolo,es ESP,"FW,MF",es Sevilla,26,1989,8,8,705,7.8,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
664,Kevin Volland,de GER,"FW,MF",de Leverkusen,24,1992,6,3,329,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
665,Ruud Vormer,nl NED,MF,be Club Brugge,28,1988,5,4,373,4.1,0,1,1,0,0,0,3,0,0.00,0.24,0.24,0.00,0.24,Matches
666,Jelle Vossen,be BEL,"FW,MF",be Club Brugge,27,1989,4,3,265,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches
667,Dorus de Vries,nl NED,GK,sct Celtic,35,1980,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
668,Šime Vrsaljko,hr CRO,"DF,MF",es Atlético Madrid,24,1992,5,5,450,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
669,Theo Walcott,eng ENG,"FW,MF",eng Arsenal,27,1989,6,3,272,3.0,4,0,4,4,0,0,1,0,1.32,0.00,1.32,1.32,1.32,Matches
670,Kyle Walker,eng ENG,"DF,MF",eng Tottenham,26,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
671,Wanderson,bg BUL,"FW,MF",bg Ludogorets,28,1988,6,6,523,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
672,Victor Wanyama,ke KEN,MF,eng Tottenham,25,1991,5,5,428,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
673,Marcin Wasilewski,pl POL,DF,eng Leicester City,36,1980,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
674,Roman Weidenfeller,de GER,GK,de Dortmund,35,1980,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
675,Julian Weigl,de GER,"DF,MF",de Dortmund,20,1995,9,9,799,8.9,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
676,Wendell,br BRA,DF,de Leverkusen,23,1993,5,5,450,5.0,0,1,1,0,0,1,2,0,0.00,0.20,0.20,0.00,0.20,Matches
677,Oscar Wendt,se SWE,"DF,MF",de Gladbach,30,1985,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
678,Pontus Wernbloom,se SWE,"FW,MF",ru CSKA Moscow,30,1986,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
679,Mateusz Wieteska,pl POL,DF,pl Legia Warsaw,19,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
680,Jordy de Wijs,nl NED,DF,nl PSV Eindhoven,21,1995,1,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
681,Jetro Willems,nl NED,"DF,MF",nl PSV Eindhoven,22,1994,5,5,362,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
