Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
2208,Sergi Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2209,Jairo Samperio,es ESP,"FW,MF",Las Palmas,es La Liga,24,1993,6.2,0,9,1,11.1,1.46,0.16,0.00,0.00,18.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
2210,Jairo Samperio,es ESP,"MF,FW",Mainz 05,de Bundesliga,24,1993,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,8.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2211,Mario Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,24.4,0,3,0,0.0,0.12,0.00,0.00,,22.6,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
2212,Mikel San José,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,1,20,5,25.0,0.84,0.21,0.05,0.20,19.2,1,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
2213,Antonio Sanabria,py PAR,FW,Betis,es La Liga,21,1996,9.5,8,24,12,50.0,2.53,1.27,0.33,0.67,10.8,0,0,0,5.1,5.1,0.21,+2.9,+2.9,Matches
2214,Renato Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,0,12,0,0.0,1.54,0.00,0.00,,28.5,4,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2215,Alexis Sánchez,cl CHI,"MF,FW",Arsenal,eng Premier League,28,1988,16.7,7,68,24,35.3,4.07,1.44,0.09,0.25,19.9,14,1,1,8.1,7.3,0.11,-1.1,-1.3,Matches
2216,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,eng Premier League,28,1988,11.6,2,18,6,33.3,1.55,0.52,0.11,0.33,16.8,0,0,1,2.7,1.8,0.10,-0.7,+0.2,Matches
2217,Carlos Sánchez,co COL,"MF,DF",Fiorentina,it Serie A,31,1986,4.1,1,5,2,40.0,1.22,0.49,0.20,0.50,19.2,0,0,0,0.8,0.8,0.17,+0.2,+0.2,Matches
2218,Carlos Sánchez,co COL,MF,Espanyol,es La Liga,31,1986,12.5,0,4,0,0.0,0.32,0.00,0.00,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2219,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,21,1996,28.2,0,9,1,11.1,0.32,0.04,0.00,0.00,13.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,1.1,0,1,0,0.0,0.89,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
2221,Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,29,1987,27.3,0,13,1,7.7,0.48,0.04,0.00,0.00,22.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,7.7,1,10,4,40.0,1.30,0.52,0.10,0.25,12.6,0,0,0,1.9,1.9,0.19,-0.9,-0.9,Matches
2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,12.8,1,15,4,26.7,1.17,0.31,0.07,0.25,23.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,23.5,4,18,7,38.9,0.77,0.30,0.22,0.57,15.9,0,0,0,1.6,1.6,0.09,+2.4,+2.4,Matches
2225,Arona Sané,sn SEN,"MF,FW",Atlético Madrid,es La Liga,22,1995,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,8.7,1,4,1,25.0,0.46,0.11,0.25,1.00,11.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,26.9,10,57,19,33.3,2.12,0.71,0.18,0.53,17.0,6,0,0,5.8,5.8,0.10,+4.2,+4.2,Matches
2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32.0,4,28,10,35.7,0.88,0.31,0.14,0.40,18.1,2,0,0,1.9,1.9,0.07,+2.1,+2.1,Matches
2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,17.6,1,20,5,25.0,1.13,0.28,0.05,0.20,25.1,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,20.9,7,39,14,35.9,1.87,0.67,0.18,0.50,15.5,0,0,0,5.5,5.5,0.14,+1.5,+1.5,Matches
2231,Baissama Sankoh,gn GUI,"MF,DF",Caen,fr Ligue 1,25,1992,17.1,0,3,1,33.3,0.18,0.06,0.00,0.00,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,0,1,0,0.0,2.31,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,6,49,22,44.9,2.91,1.31,0.12,0.27,11.6,0,0,0,7.7,7.7,0.16,-1.7,-1.7,Matches
2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,9,53,24,45.3,2.20,1.00,0.17,0.38,18.8,0,0,0,5.7,5.7,0.11,+3.3,+3.3,Matches
2235,Nicola Sansone,it ITA,"FW,MF",Villarreal,es La Liga,25,1991,7.1,5,14,6,42.9,1.98,0.85,0.29,0.67,24.1,2,1,1,2.9,2.1,0.15,+2.1,+1.9,Matches
2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,0,18,1,5.6,0.63,0.03,0.00,0.00,27.2,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.9,11,82,30,36.6,2.66,0.97,0.07,0.20,16.8,0,5,6,15.0,10.3,0.13,-4.0,-4.3,Matches
2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,9.3,0,7,2,28.6,0.75,0.22,0.00,0.00,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,2,7,5,71.4,1.44,1.03,0.29,0.40,13.7,0,0,0,0.9,0.9,0.13,+1.1,+1.1,Matches
2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,1,22,7,31.8,0.83,0.26,0.05,0.14,27.5,1,0,0,1.0,1.0,0.05,0.0,0.0,Matches
2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,28.5,2,7,2,28.6,0.25,0.07,0.29,1.00,17.6,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2243,Riccardo Saponara,it ITA,"MF,FW",Fiorentina,it Serie A,25,1991,10.0,0,21,6,28.6,2.10,0.60,0.00,0.00,20.9,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2244,Pablo Sarabia,es ESP,"FW,MF",Sevilla,es La Liga,25,1992,26.6,6,56,25,44.6,2.10,0.94,0.09,0.20,19.3,2,1,1,7.3,6.5,0.12,-1.3,-1.5,Matches
2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2246,Bouna Sarr,sn SEN,"DF,FW",Marseille,fr Ligue 1,25,1992,19.9,0,18,2,11.1,0.91,0.10,0.00,0.00,21.1,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
2247,Ismaila Sarr,sn SEN,"FW,MF",Rennes,fr Ligue 1,19,1998,20.6,5,41,14,34.1,1.99,0.68,0.12,0.36,16.5,0,0,0,4.8,4.8,0.12,+0.2,+0.2,Matches
2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,0,8,1,12.5,0.54,0.07,0.00,0.00,17.4,1,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
2249,Imanol Sarriegi,es ESP,"MF,FW",Eibar,es La Liga,22,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2250,Marco Sau,it ITA,"FW,MF",Cagliari,it Serie A,29,1987,14.6,2,24,9,37.5,1.65,0.62,0.08,0.22,15.8,1,0,1,3.5,2.7,0.11,-1.5,-0.7,Matches
2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,0,3,1,33.3,0.12,0.04,0.00,0.00,11.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2252,Gianluca Scamacca,it ITA,"FW,MF",Sassuolo,it Serie A,18,1999,0.3,0,3,0,0.0,11.74,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,2,18,6,33.3,0.73,0.24,0.11,0.33,20.2,3,0,0,3.0,3.0,0.17,-1.0,-1.0,Matches
2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,0,6,2,33.3,0.41,0.14,0.00,0.00,21.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,22.1,1,20,3,15.0,0.90,0.14,0.05,0.33,26.0,0,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches
2256,Eros Schiavon,it ITA,"MF,DF",SPAL,it Serie A,34,1983,4.3,0,1,0,0.0,0.23,0.00,0.00,,31.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2257,Patrik Schick,cz CZE,"FW,MF",Roma,it Serie A,21,1996,11.0,2,27,11,40.7,2.45,1.00,0.07,0.18,12.2,0,0,0,3.1,3.1,0.12,-1.1,-1.1,Matches
2258,Julian Schieber,de GER,"MF,FW",Hertha BSC,de Bundesliga,28,1989,0.6,0,1,0,0.0,1.61,0.00,0.00,,12.3,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,0,10,0,0.0,0.28,0.00,0.00,,8.7,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
2260,Sven Schipplock,de GER,"FW,MF",Hamburger SV,de Bundesliga,28,1988,3.8,0,5,2,40.0,1.33,0.53,0.00,0.00,13.3,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
2261,Jeffrey Schlupp,gh GHA,"DF,MF",Crystal Palace,eng Premier League,24,1992,19.4,0,15,2,13.3,0.77,0.10,0.00,0.00,18.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,0,5,1,20.0,0.30,0.06,0.00,0.00,21.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2264,Jonathan Schmid,fr FRA,"DF,FW",Augsburg,de Bundesliga,27,1990,16.4,0,23,6,26.1,1.41,0.37,0.00,0.00,20.3,3,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,0,5,0,0.0,0.21,0.00,0.00,,14.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
2268,Alessandro Schöpf,at AUT,"DF,FW",Schalke 04,de Bundesliga,23,1994,9.0,0,9,3,33.3,1.00,0.33,0.00,0.00,24.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2269,Nico Schulz,de GER,"FW,MF",Hoffenheim,de Bundesliga,24,1993,19.8,1,17,7,41.2,0.86,0.35,0.06,0.14,19.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
2270,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,13.7,1,35,11,31.4,2.55,0.80,0.03,0.09,17.4,0,0,1,4.1,3.4,0.10,-3.1,-2.4,Matches
2271,Julian Schuster,de GER,"DF,MF",Freiburg,de Bundesliga,32,1985,14.5,0,12,1,8.3,0.83,0.07,0.00,0.00,31.2,8,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2272,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,25.8,0,12,1,8.3,0.47,0.04,0.00,0.00,23.9,3,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
2273,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,32.3,0,1,0,0.0,0.03,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
2274,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2275,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,24.2,1,15,3,20.0,0.62,0.12,0.07,0.33,18.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
2276,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,11.7,0,2,0,0.0,0.17,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2277,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,21.0,10,46,21,45.7,2.20,1.00,0.20,0.43,13.9,0,1,1,7.7,6.9,0.16,+2.3,+2.1,Matches
2278,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,22.9,0,14,4,28.6,0.61,0.17,0.00,0.00,25.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2279,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,16.6,0,3,2,66.7,0.18,0.12,0.00,0.00,22.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
2280,Rúben Semedo,pt POR,"DF,MF",Villarreal,es La Liga,23,1994,2.6,0,1,0,0.0,0.39,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2281,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,11.6,2,21,5,23.8,1.82,0.43,0.10,0.40,24.8,3,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
2282,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2283,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,18.9,2,39,13,33.3,2.06,0.69,0.05,0.15,23.4,0,0,0,1.7,1.7,0.04,+0.3,+0.3,Matches
2284,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,29.1,2,35,11,31.4,1.20,0.38,0.06,0.18,26.1,4,0,0,1.9,1.9,0.05,+0.1,+0.1,Matches
2285,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2286,Grégory Sertic,fr FRA,"DF,MF",Marseille,fr Ligue 1,27,1989,3.9,0,6,1,16.7,1.54,0.26,0.00,0.00,11.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
2287,Stéphane Sessègnon,bj BEN,"MF,FW",Montpellier,fr Ligue 1,33,1984,10.9,1,20,4,20.0,1.83,0.37,0.05,0.25,22.5,2,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
2288,Lee Seung-woo,kr KOR,"MF,FW",Hellas Verona,it Serie A,19,1998,4.0,1,11,3,27.3,2.77,0.75,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
2289,Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,24,1992,23.9,7,73,23,31.5,3.05,0.96,0.10,0.30,16.3,0,0,0,8.9,8.9,0.12,-1.9,-1.9,Matches
2290,Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2291,Xherdan Shaqiri,ch SUI,"MF,FW",Stoke City,eng Premier League,25,1991,33.8,8,68,30,44.1,2.01,0.89,0.12,0.27,22.3,8,0,1,5.0,4.2,0.06,+3.0,+3.8,Matches
2292,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,8.8,0,12,5,41.7,1.37,0.57,0.00,0.00,21.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2293,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,29,1987,26.3,1,24,8,33.3,0.91,0.30,0.04,0.13,10.0,0,0,0,2.5,2.5,0.10,-1.5,-1.5,Matches
2294,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,25.2,1,42,9,21.4,1.67,0.36,0.02,0.11,26.7,6,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches
2295,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,es La Liga,25,1992,11.1,1,10,3,30.0,0.90,0.27,0.10,0.33,20.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
2296,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,25,1992,23.9,2,20,8,40.0,0.84,0.33,0.10,0.25,19.2,0,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches
2297,Sidnei,br BRA,DF,La Coruña,es La Liga,27,1989,19.8,1,8,2,25.0,0.40,0.10,0.13,0.50,10.0,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
2298,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,es La Liga,19,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2299,Vincent Sierro,ch SUI,"MF,FW",Freiburg,de Bundesliga,21,1995,2.4,0,4,0,0.0,1.69,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2300,Gylfi Sigurðsson,is ISL,"MF,FW",Everton,eng Premier League,27,1989,25.1,4,39,12,30.8,1.55,0.48,0.10,0.33,20.3,3,0,0,3.0,3.0,0.08,+1.0,+1.0,Matches
2301,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,27,1990,0.3,0,1,0,0.0,3.60,0.00,0.00,,12.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2302,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,28,1989,8.5,0,11,2,18.2,1.30,0.24,0.00,0.00,26.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2303,André Silva,pt POR,FW,Milan,it Serie A,21,1995,10.4,2,35,10,28.6,3.35,0.96,0.06,0.20,12.8,0,0,0,3.8,3.8,0.11,-1.8,-1.8,Matches
2304,Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,22,1994,17.0,6,25,14,56.0,1.47,0.82,0.24,0.43,14.0,0,0,0,3.8,3.5,0.14,+2.2,+2.5,Matches
2305,David Silva,es ESP,MF,Manchester City,eng Premier League,31,1986,27.0,9,54,20,37.0,2.00,0.74,0.17,0.45,15.9,2,0,0,7.2,7.2,0.13,+1.8,+1.8,Matches
2306,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,23.1,1,11,3,27.3,0.48,0.13,0.09,0.33,21.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
2307,Jonathan Silva,ar ARG,DF,Roma,it Serie A,23,1994,1.2,0,1,1,100.0,0.80,0.80,0.00,0.00,23.3,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2308,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,23.5,1,11,3,27.3,0.47,0.13,0.09,0.33,12.8,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
2309,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34.0,1,17,5,29.4,0.50,0.15,0.06,0.20,11.6,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
2310,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2311,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,33.3,14,107,37,34.6,3.21,1.11,0.13,0.38,15.1,0,0,0,14.3,14.3,0.13,-0.3,-0.3,Matches
2312,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,3.5,1,2,1,50.0,0.57,0.28,0.50,1.00,12.0,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
2313,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,6.2,0,2,1,50.0,0.32,0.16,0.00,0.00,10.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
2314,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,8.0,0,3,1,33.3,0.37,0.12,0.00,0.00,12.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2315,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,25.6,0,3,1,33.3,0.12,0.04,0.00,0.00,10.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2316,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2317,Josh Sims,eng ENG,"FW,MF",Southampton,eng Premier League,20,1997,1.8,0,11,5,45.5,6.07,2.76,0.00,0.00,17.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2318,Jerome Sinclair,eng ENG,"MF,FW",Watford,eng Premier League,20,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2319,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,24.4,10,82,39,47.6,3.37,1.60,0.12,0.26,15.9,2,0,1,12.4,11.6,0.14,-2.4,-1.6,Matches
2320,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,22.9,1,18,2,11.1,0.79,0.09,0.06,0.50,13.9,1,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
2321,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,29,1988,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2322,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2323,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,eng Premier League,27,1989,15.6,1,19,7,36.8,1.22,0.45,0.05,0.14,15.8,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
2324,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,22,1995,28.0,5,52,19,36.5,1.86,0.68,0.10,0.26,20.9,3,0,0,4.7,4.7,0.09,+0.3,+0.3,Matches
2325,Antonio Sivera,es ESP,GK,Alavés,es La Liga,20,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2326,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,33.9,4,39,10,25.6,1.15,0.30,0.10,0.40,24.7,0,0,0,2.3,2.3,0.06,+1.7,+1.7,Matches
2327,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,26,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2328,Milan Škriniar,sk SVK,DF,Inter,it Serie A,22,1995,38.0,4,21,10,47.6,0.55,0.26,0.19,0.40,12.3,0,0,0,3.2,3.2,0.15,+0.8,+0.8,Matches
2329,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,29,1988,2.8,1,7,4,57.1,2.53,1.45,0.14,0.25,13.7,0,0,0,1.5,1.5,0.22,-0.5,-0.5,Matches
2330,Islam Slimani,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2331,Naïm Sliti,tn TUN,"FW,MF",Dijon,fr Ligue 1,25,1992,25.4,7,56,23,41.1,2.20,0.90,0.09,0.22,22.4,8,2,2,5.8,4.2,0.08,+1.2,+0.8,Matches
2332,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,28.2,4,13,6,46.2,0.46,0.21,0.31,0.67,8.5,0,0,0,1.7,1.7,0.13,+2.3,+2.3,Matches
2333,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,26,1991,23.0,1,13,3,23.1,0.56,0.13,0.08,0.33,21.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2334,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,25,1992,21.2,0,8,2,25.0,0.38,0.09,0.00,0.00,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
2335,Wesley Sneijder,nl NED,"MF,FW",Nice,fr Ligue 1,33,1984,4.4,0,16,5,31.3,3.61,1.13,0.00,0.00,26.7,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2336,Cédric Soares,pt POR,DF,Southampton,eng Premier League,25,1991,31.0,0,23,4,17.4,0.74,0.13,0.00,0.00,24.9,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
2337,Ramadan Sobhi,eg EGY,"MF,FW",Stoke City,eng Premier League,20,1997,13.8,2,13,6,46.2,0.95,0.44,0.15,0.33,18.2,0,0,0,1.2,1.2,0.10,+0.8,+0.8,Matches
2338,Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,25,1992,16.3,3,25,13,52.0,1.53,0.80,0.12,0.23,14.7,0,0,0,4.3,4.3,0.17,-1.3,-1.3,Matches
2339,Dominic Solanke,eng ENG,FW,Liverpool,eng Premier League,19,1997,6.6,1,22,7,31.8,3.32,1.06,0.05,0.14,14.7,0,0,0,3.5,3.5,0.16,-2.5,-2.5,Matches
2340,Carlos Soler,es ESP,MF,Valencia,es La Liga,20,1997,26.3,1,45,17,37.8,1.71,0.65,0.02,0.06,21.0,0,0,0,4.2,4.2,0.09,-3.2,-3.2,Matches
