Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
639,John Stones,eng ENG,"MF,DF",eng Manchester City,28,1994,7.6,387,430,90.0,6530,1439,185,194,95.4,168,183,91.8,29,38,76.3,1,0.8,0.8,+0.2,6,38,6,2,36,Matches
640,Luka Sučić,hr CRO,MF,at RB Salzburg,19,2002,4.4,151,199,75.9,2174,612,73,86,84.9,55,71,77.5,9,19,47.4,0,0.6,0.7,-0.6,7,13,6,1,22,Matches
641,Heorhiy Sudakov,ua UKR,MF,ua Shakhtar,19,2002,5.3,277,315,87.9,4431,1194,151,164,92.1,98,113,86.7,23,28,82.1,2,0.8,0.6,+1.2,6,22,4,0,22,Matches
642,Niklas Süle,de GER,DF,de Dortmund,26,1995,7.5,461,512,90.0,8854,2553,186,196,94.9,197,212,92.9,68,86,79.1,0,0.1,0.2,-0.1,1,31,2,0,32,Matches
643,Daniel Sundgren,se SWE,DF,il Maccabi Haifa,31,1990,3.6,171,208,82.2,3026,1331,79,88,89.8,74,91,81.3,17,21,81.0,0,0.0,0.2,0.0,1,18,3,0,17,Matches
644,Suso,es ESP,"FW,MF",es Sevilla,28,1993,2.6,82,100,82.0,1257,318,48,55,87.3,27,31,87.1,5,7,71.4,0,0.2,0.2,-0.2,3,6,3,1,14,Matches
645,Josip Šutalo,hr CRO,DF,hr Dinamo Zagreb,22,2000,6.0,256,295,86.8,5069,1649,73,77,94.8,152,164,92.7,27,46,58.7,0,0.0,0.0,0.0,0,3,0,0,7,Matches
646,Jan Sýkora,cz CZE,"FW,DF",cz Viktoria Plzeň,28,1993,1.6,15,20,75.0,202,54,8,9,88.9,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2,Matches
647,Abakar Sylla,ci CIV,DF,be Club Brugge,19,2002,5.5,271,308,88.0,5119,1728,101,107,94.4,135,143,94.4,28,50,56.0,0,0.0,0.0,0.0,1,9,0,0,14,Matches
648,Wojciech Szczęsny,pl POL,GK,it Juventus,32,1990,4.0,89,103,86.4,2238,1422,11,11,100.0,53,53,100.0,22,36,61.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
649,Dominik Szoboszlai,hu HUN,FW,de RB Leipzig,21,2000,7.3,268,333,80.5,4228,1190,143,161,88.8,81,99,81.8,28,45,62.2,2,1.6,0.9,+0.4,12,16,10,1,38,Matches
650,Christian Sørensen,dk DEN,"DF,MF",dk FC Copenhagen,29,1992,1.1,52,73,71.2,821,411,28,34,82.4,18,24,75.0,5,9,55.6,0,0.3,0.3,-0.3,4,3,1,1,6,Matches
651,Dušan Tadić,rs SRB,FW,nl Ajax,33,1988,4.8,161,208,77.4,2576,769,75,92,81.5,74,84,88.1,8,17,47.1,1,1.6,1.6,-0.6,10,10,16,4,26,Matches
652,Jonathan Tah,de GER,DF,de Leverkusen,26,1996,5.3,317,350,90.6,5983,1881,114,121,94.2,173,183,94.5,26,38,68.4,0,0.2,0.3,-0.2,3,17,0,0,17,Matches
653,Japhet Tanganga,eng ENG,DF,eng Tottenham,23,1999,0.2,16,18,88.9,244,70,6,7,85.7,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
654,Edmond Tapsoba,bf BFA,DF,de Leverkusen,23,1999,3.9,257,282,91.1,5018,2031,95,104,91.3,126,132,95.5,34,43,79.1,0,0.3,0.4,-0.3,2,14,1,0,20,Matches
655,Mehdi Taremi,ir IRN,FW,pt Porto,30,1992,6.8,129,177,72.9,1624,449,91,110,82.7,31,43,72.1,2,3,66.7,2,3.3,2.1,-1.3,14,10,8,1,19,Matches
656,Ciprian Tătărușanu,ro ROU,GK,it Milan,36,1986,5.0,136,173,78.6,4027,2722,19,20,95.0,66,68,97.1,51,85,60.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
657,Nuno Tavares,pt POR,DF,fr Marseille,22,2000,6.0,257,330,77.9,4037,1101,126,141,89.4,105,136,77.2,13,29,44.8,0,0.2,0.3,-0.2,3,19,6,1,27,Matches
658,James Tavernier,eng ENG,DF,sct Rangers,30,1991,5.4,196,289,67.8,3275,1193,94,116,81.0,75,107,70.1,20,46,43.5,0,1.0,1.0,-1.0,6,14,6,4,18,Matches
659,Greg Taylor,sct SCO,DF,sct Celtic,24,1997,6.0,338,399,84.7,5431,2023,155,172,90.1,161,174,92.5,13,30,43.3,0,0.7,0.7,-0.7,9,33,5,1,42,Matches
660,Kenneth Taylor,nl NED,MF,nl Ajax,20,2002,4.6,205,240,85.4,2936,942,121,135,89.6,74,84,88.1,4,9,44.4,1,1.4,0.8,-0.4,3,18,7,0,28,Matches
661,Lucas Taylor,br BRA,DF,ua Shakhtar,27,1995,3.5,88,113,77.9,1422,337,42,48,87.5,38,46,82.6,6,12,50.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
662,Mavis Tchibota,cg CGO,FW,il Maccabi Haifa,26,1996,1.0,15,27,55.6,209,81,10,11,90.9,3,10,30.0,1,2,50.0,0,0.0,0.1,0.0,1,1,1,0,2,Matches
663,Aurélien Tchouaméni,fr FRA,MF,es Real Madrid,22,2000,4.8,349,375,93.1,5648,1720,170,180,94.4,145,154,94.2,23,26,88.5,0,0.0,0.2,0.0,0,36,2,0,37,Matches
664,Mathys Tel,fr FRA,FW,de Bayern Munich,17,2005,1.6,35,46,76.1,560,60,18,22,81.8,13,19,68.4,4,4,100.0,0,0.1,0.0,-0.1,2,1,0,0,1,Matches
665,Alex Telles,br BRA,"DF,FW",es Sevilla,29,1992,4.3,181,242,74.8,2923,838,88,104,84.6,81,98,82.7,9,28,32.1,1,0.3,0.4,+0.7,5,7,2,2,7,Matches
666,Marc-André ter Stegen,de GER,GK,es Barcelona,30,1992,5.0,149,162,92.0,3810,2529,34,35,97.1,63,63,100.0,52,64,81.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
667,Kévin Théophile-Catherine,fr FRA,DF,hr Dinamo Zagreb,32,1989,0.8,32,43,74.4,635,256,7,8,87.5,19,25,76.0,4,7,57.1,0,0.0,0.0,0.0,0,3,0,0,1,Matches
668,Malick Thiaw,de GER,DF,it Milan,20,2001,3.1,145,171,84.8,3128,974,35,41,85.4,83,88,94.3,26,36,72.2,0,0.1,0.0,-0.1,1,4,0,0,7,Matches
669,Mohamed Tijani,bj BEN,DF,cz Viktoria Plzeň,25,1997,1.9,55,71,77.5,1242,597,14,15,93.3,29,33,87.9,11,21,52.4,0,0.1,0.0,-0.1,2,3,0,0,3,Matches
670,Malik Tillman,us USA,MF,sct Rangers,20,2002,2.7,40,57,70.2,496,86,29,36,80.6,10,13,76.9,0,3,0.0,0,0.0,0.0,0.0,1,1,0,0,3,Matches
671,Jurriën Timber,nl NED,DF,nl Ajax,21,2001,5.9,393,420,93.6,6541,2200,161,167,96.4,206,217,94.9,18,25,72.0,0,0.0,0.1,0.0,2,34,2,0,31,Matches
672,Fikayo Tomori,eng ENG,DF,it Milan,24,1997,9.2,443,515,86.0,9183,2899,127,142,89.4,233,249,93.6,76,106,71.7,0,0.4,0.2,-0.4,3,17,5,0,27,Matches
673,Sandro Tonali,it ITA,MF,it Milan,22,2000,11.7,375,514,73.0,6903,2219,154,181,85.1,148,184,80.4,53,107,49.5,2,2.9,1.9,-0.9,22,25,7,2,40,Matches
674,Pablo Torre,es ESP,"MF,FW",es Barcelona,19,2003,1.1,70,78,89.7,991,184,43,46,93.5,20,24,83.3,5,6,83.3,0,0.0,0.0,0.0,1,12,1,0,10,Matches
675,Ferrán Torres,es ESP,"FW,MF",es Barcelona,22,2000,2.1,66,78,84.6,863,121,42,46,91.3,17,18,94.4,3,5,60.0,1,0.3,0.1,+0.7,3,3,2,0,4,Matches
676,Andriy Totovytskyi,ua UKR,MF,ua Shakhtar,29,1993,0.2,5,6,83.3,80,22,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
677,Kevin Trapp,de GER,GK,de Eint Frankfurt,32,1990,8.0,146,227,64.3,3666,2491,45,45,100.0,61,64,95.3,39,116,33.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
678,Francisco Trincão,pt POR,"MF,FW",pt Sporting CP,22,1999,4.3,91,120,75.8,1248,257,62,75,82.7,22,29,75.9,5,7,71.4,0,0.4,0.1,-0.4,2,6,1,0,12,Matches
679,Anatolii Trubin,ua UKR,GK,ua Shakhtar,20,2001,6.0,200,260,76.9,4730,3301,56,56,100.0,101,103,98.1,42,99,42.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
680,Kostas Tsimikas,gr GRE,DF,eng Liverpool,26,1996,3.8,170,239,71.1,3077,1133,70,84,83.3,64,87,73.6,28,48,58.3,2,1.0,1.1,+1.0,11,6,2,1,14,Matches
681,David Turnbull,sct SCO,MF,sct Celtic,23,1999,1.1,67,83,80.7,943,174,38,41,92.7,26,30,86.7,0,6,0.0,0,0.0,0.0,0.0,0,9,0,0,10,Matches
682,Tuta,br BRA,DF,de Eint Frankfurt,23,1999,6.7,266,333,79.9,4935,2006,100,114,87.7,141,164,86.0,21,47,44.7,0,0.0,0.1,0.0,1,20,1,0,24,Matches
683,Marián Tvrdoň,sk SVK,GK,cz Viktoria Plzeň,27,1994,1.0,31,50,62.0,1282,1109,0,0,,14,15,93.3,17,35,48.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
684,Manuel Ugarte Ribeiro,uy URU,MF,pt Sporting CP,21,2001,5.2,201,238,84.5,3424,621,80,95,84.2,101,108,93.5,12,18,66.7,0,0.0,0.0,0.0,1,6,0,0,10,Matches
685,Andreas Ulmer,at AUT,DF,at RB Salzburg,36,1985,4.2,123,187,65.8,2125,1041,58,72,80.6,56,78,71.8,8,29,27.6,0,0.2,0.2,-0.2,3,10,5,3,11,Matches
686,Sven Ulreich,de GER,GK,de Bayern Munich,33,1988,3.0,102,116,87.9,2202,1318,26,26,100.0,61,62,98.4,15,28,53.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches
687,Cengiz Ünder,tr TUR,MF,fr Marseille,25,1997,1.9,80,97,82.5,1483,374,41,44,93.2,21,29,72.4,14,17,82.4,0,1.0,0.7,-1.0,6,6,5,2,7,Matches
688,Dayot Upamecano,fr FRA,DF,de Bayern Munich,23,1998,7.9,550,605,90.9,11966,4182,135,144,93.8,324,347,93.4,89,106,84.0,0,0.1,0.1,-0.1,2,48,0,0,36,Matches
689,Mateus Uribe,co COL,MF,pt Porto,31,1991,6.8,266,328,81.1,4464,1504,138,155,89.0,100,119,84.0,24,38,63.2,0,0.5,0.3,-0.5,8,23,3,1,33,Matches
690,Jesús Vallejo,es ESP,DF,es Real Madrid,25,1997,0.2,16,17,94.1,317,101,3,3,100.0,8,8,100.0,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
691,Federico Valverde,uy URU,"MF,FW",es Real Madrid,24,1998,10.7,501,576,87.0,7233,1770,319,342,93.3,119,144,82.6,40,47,85.1,3,2.9,2.4,+0.1,19,50,20,3,58,Matches
692,Virgil van Dijk,nl NED,DF,eng Liverpool,31,1991,8.0,439,505,86.9,8146,3353,163,182,89.6,233,254,91.7,33,56,58.9,1,0.1,0.2,+0.9,2,30,2,0,33,Matches
693,Hans Vanaken,be BEL,MF,be Club Brugge,29,1992,7.8,378,452,83.6,6766,1523,171,196,87.2,137,163,84.0,47,56,83.9,0,0.8,0.5,-0.8,5,40,5,0,47,Matches
694,Denis Vavro,sk SVK,DF,dk FC Copenhagen,26,1996,4.0,133,159,83.6,2706,833,34,39,87.2,83,90,92.2,16,29,55.2,0,0.0,0.0,0.0,0,6,0,0,2,Matches
695,Lucas Vázquez,es ESP,DF,es Real Madrid,31,1991,2.2,145,159,91.2,2141,430,79,82,96.3,54,61,88.5,4,8,50.0,1,0.7,1.0,+0.3,4,7,7,3,9,Matches
696,Jordan Veretout,fr FRA,MF,fr Marseille,29,1993,5.4,362,411,88.1,6654,1914,134,148,90.5,179,197,90.9,39,52,75.0,1,0.5,0.6,+0.5,8,55,3,2,54,Matches
697,Lucas Veríssimo,br BRA,DF,pt Benfica,27,1995,0.1,3,4,75.0,61,20,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
698,Gabriel Veron,br BRA,"MF,FW",pt Porto,19,2002,0.5,11,17,64.7,142,70,6,7,85.7,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
699,Marco Verratti,it ITA,MF,fr Paris S-G,29,1992,6.9,639,690,92.6,9162,2894,353,369,95.7,194,210,92.4,45,52,86.5,1,0.4,0.8,+0.6,4,44,11,0,45,Matches
700,Vitinha,pt POR,MF,fr Paris S-G,22,2000,6.5,398,436,91.3,5761,1393,225,241,93.4,118,124,95.2,25,31,80.6,0,0.2,0.4,-0.2,3,34,3,0,35,Matches
701,Odisseas Vlachodimos,gr GRE,GK,pt Benfica,28,1994,10.0,196,264,74.2,5094,3375,44,44,100.0,92,92,100.0,58,124,46.8,0,0.0,0.0,0.0,0,5,0,0,0,Matches
702,Dušan Vlahović,rs SRB,FW,it Juventus,22,2000,4.6,65,91,71.4,1095,89,27,37,73.0,28,34,82.4,6,10,60.0,1,0.9,0.1,+0.1,1,3,1,0,5,Matches
703,Adam Vlkanova,cz CZE,MF,cz Viktoria Plzeň,27,1994,5.1,99,135,73.3,1671,409,49,56,87.5,41,55,74.5,6,14,42.9,1,0.6,0.5,+0.4,7,9,5,2,12,Matches
704,Stefan de Vrij,nl NED,DF,it Inter,30,1992,3.3,64,77,83.1,1156,254,21,22,95.5,39,46,84.8,3,7,42.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
705,Kyle Walker,eng ENG,"DF,FW",eng Manchester City,32,1990,3.1,152,191,79.6,2598,801,74,88,84.1,61,71,85.9,15,25,60.0,0,0.1,0.1,-0.1,1,15,1,0,11,Matches
706,Paul Wanner,de GER,"DF,FW",de Bayern Munich,16,2005,0.4,18,21,85.7,245,29,10,10,100.0,5,7,71.4,1,2,50.0,0,0.3,0.1,-0.3,1,0,0,0,0,Matches
707,Stephen Welsh,sct SCO,DF,sct Celtic,22,2000,1.0,55,58,94.8,1162,439,13,14,92.9,32,32,100.0,9,11,81.8,0,0.0,0.0,0.0,0,2,1,0,7,Matches
708,Wendell,br BRA,DF,pt Porto,29,1993,1.6,88,106,83.0,1428,473,48,50,96.0,33,39,84.6,6,12,50.0,0,0.5,0.2,-0.5,4,3,1,1,8,Matches
709,Timo Werner,de GER,FW,de RB Leipzig,26,1996,5.6,178,230,77.4,2322,571,109,129,84.5,51,64,79.7,4,7,57.1,2,0.7,0.9,+1.3,7,12,8,0,23,Matches
710,Owen Wijndal,nl NED,DF,nl Ajax,22,1999,0.8,42,49,85.7,547,212,24,27,88.9,15,19,78.9,0,0,,1,0.2,0.3,+0.8,2,2,3,1,6,Matches
711,Josh Wilson-Esbrand,eng ENG,DF,eng Manchester City,19,2002,0.5,30,35,85.7,457,65,19,21,90.5,9,11,81.8,2,3,66.7,0,0.0,0.0,0.0,0,0,2,0,2,Matches
712,Axel Witsel,be BEL,"DF,MF",es Atlético Madrid,33,1989,5.1,322,344,93.6,5315,1752,152,161,94.4,150,156,96.2,15,19,78.9,1,0.4,0.1,+0.6,3,18,1,0,14,Matches
713,Maximilian Wöber,at AUT,DF,at RB Salzburg,24,1998,1.8,32,72,44.4,551,326,14,25,56.0,13,29,44.8,4,13,30.8,1,0.7,0.4,+0.3,3,3,2,1,4,Matches
714,Marius Wolf,de GER,DF,de Dortmund,27,1995,2.0,73,98,74.5,1018,294,47,55,85.5,22,29,75.9,3,9,33.3,0,0.1,0.2,-0.1,1,3,2,1,3,Matches
715,Scott Wright,sct SCO,"FW,MF",sct Rangers,24,1997,1.5,25,37,67.6,297,69,17,21,81.0,7,10,70.0,0,2,0.0,0,0.2,0.0,-0.2,1,1,0,0,3,Matches
716,Roman Yaremchuk,ua UKR,FW,be Club Brugge,26,1995,1.2,29,39,74.4,403,65,16,20,80.0,9,12,75.0,2,2,100.0,0,0.0,0.0,0.0,1,3,0,0,3,Matches
717,Rıdvan Yılmaz,tr TUR,DF,sct Rangers,21,2001,1.0,39,50,78.0,579,287,26,29,89.7,12,16,75.0,1,3,33.3,0,0.0,0.1,0.0,1,2,1,1,5,Matches
718,Warren Zaïre-Emery,fr FRA,MF,fr Paris S-G,16,2006,0.9,30,38,78.9,358,55,19,21,90.5,8,13,61.5,0,0,,0,0.1,0.6,-0.1,2,2,1,0,3,Matches
719,Denis Zakaria,ch SUI,MF,eng Chelsea,25,1996,0.8,42,44,95.5,761,144,22,22,100.0,13,14,92.9,6,7,85.7,0,0.1,0.0,-0.1,1,6,0,0,3,Matches
720,Andre-Frank Zambo Anguissa,cm CMR,MF,it Napoli,26,1995,7.2,344,405,84.9,5060,1271,187,206,90.8,127,143,88.8,17,25,68.0,3,1.3,1.2,+1.7,10,31,5,0,30,Matches
721,Alessandro Zanoli,it ITA,DF,it Napoli,21,2000,0.1,6,8,75.0,116,32,2,2,100.0,4,5,80.0,0,0,,0,0.1,0.1,-0.1,1,0,2,1,1,Matches
722,Zeca,gr GRE,MF,dk FC Copenhagen,33,1988,1.8,65,71,91.5,999,311,37,38,97.4,22,24,91.7,4,4,100.0,0,0.0,0.0,0.0,0,5,0,0,2,Matches
723,Alessio Zerbin,it ITA,FW,it Napoli,23,1999,0.6,25,34,73.5,283,65,16,17,94.1,5,8,62.5,0,0,,0,0.2,0.1,-0.2,1,2,2,0,4,Matches
724,Piotr Zieliński,pl POL,MF,it Napoli,28,1994,6.9,302,366,82.5,4351,1050,174,187,93.0,89,111,80.2,19,39,48.7,2,2.1,2.0,-0.1,23,16,9,1,36,Matches
725,Hakim Ziyech,ma MAR,"FW,MF",eng Chelsea,29,1993,1.6,59,88,67.0,939,246,32,38,84.2,19,28,67.9,4,13,30.8,0,0.4,0.2,-0.4,2,4,4,0,13,Matches
726,Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar,25,1996,4.1,81,104,77.9,1294,348,42,54,77.8,26,31,83.9,8,11,72.7,0,0.1,0.3,-0.1,2,5,2,0,10,Matches
727,Neven Đurasek,hr CRO,MF,ua Shakhtar,23,1998,1.0,33,36,91.7,453,95,20,22,90.9,11,12,91.7,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
