Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
191,João Félix,pt POR,"FW,MF",es Atlético Madrid,20,1999,7.8,290,276,10,1,4,3,7,1,3,2,0,0,214,4,4,Matches
192,Bruno Fernandes,pt POR,MF,eng Manchester Utd,25,1994,4.9,332,288,41,10,2,7,33,4,16,8,6,1,228,3,12,Matches
193,Matheus Fernandes,br BRA,MF,es Barcelona,22,1998,0.2,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
194,Carlos Fernández,es ESP,FW,es Sevilla,24,1996,0.1,4,3,1,0,0,0,1,0,0,0,0,0,3,0,0,Matches
195,Fernandinho,br BRA,MF,eng Manchester City,35,1985,3.8,267,257,10,9,1,0,2,0,1,0,0,0,236,0,1,Matches
196,Fernando,br BRA,"MF,DF",es Sevilla,33,1987,5.5,324,309,14,13,0,6,0,1,0,0,0,0,291,1,3,Matches
197,Fernando,br BRA,FW,ua Shakhtar,21,1999,0.4,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
198,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,28,1991,3.7,160,156,3,0,1,0,1,2,0,0,0,0,122,1,7,Matches
199,Junior Firpo,do DOM,DF,es Barcelona,23,1996,2.9,230,212,18,2,0,0,4,16,0,0,0,0,212,0,2,Matches
200,Alessandro Florenzi,it ITA,DF,fr Paris S-G,29,1991,9.0,437,379,55,5,1,3,24,50,0,0,0,0,341,3,12,Matches
201,Phil Foden,eng ENG,"FW,MF",eng Manchester City,20,2000,11.8,609,581,24,5,1,4,47,2,17,5,9,1,498,4,15,Matches
202,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,28,1991,5.1,158,146,12,1,0,0,9,0,4,3,1,0,132,0,3,Matches
203,Kostas Fortounis,gr GRE,"FW,MF",gr Olympiacos,27,1992,3.2,176,151,24,14,0,3,13,1,7,1,3,0,132,1,5,Matches
204,Timothy Fosu-Mensah,nl NED,DF,eng Manchester Utd,22,1998,0.3,20,17,3,0,0,0,0,3,0,0,0,0,17,0,0,Matches
205,Gianluca Frabotta,it ITA,DF,it Juventus,21,1999,0.2,10,9,1,0,0,0,3,1,0,0,0,0,7,0,0,Matches
206,Lassina Franck Traoré,bf BFA,FW,nl Ajax,19,2001,2.2,68,63,5,0,0,0,0,0,0,0,0,0,43,0,1,Matches
207,Fred,br BRA,MF,eng Manchester Utd,27,1993,3.8,207,197,9,8,0,2,0,1,0,0,0,0,181,1,3,Matches
208,Remo Freuler,ch SUI,MF,it Atalanta,28,1992,5.8,350,337,11,10,1,2,2,1,0,0,0,0,297,2,1,Matches
209,Abraham Frimpong,gh GHA,DF,hu Ferencváros,27,1993,2.0,93,89,4,4,0,0,0,0,0,0,0,0,85,0,0,Matches
210,Roberto Gagliardini,it ITA,MF,it Inter,26,1994,2.8,122,120,2,1,0,1,3,1,0,0,0,0,100,0,5,Matches
211,Idrissa Gana Gueye,sn SEN,MF,fr Paris S-G,30,1989,5.4,257,254,3,3,1,0,0,0,0,0,0,0,222,0,9,Matches
212,Eric García,es ESP,DF,eng Manchester City,19,2001,2.3,241,238,2,1,0,2,0,1,0,0,0,0,226,1,0,Matches
213,Yuri Gazinskiy,ru RUS,MF,ru Krasnodar,31,1989,4.2,203,199,2,2,0,0,4,0,0,0,0,0,163,2,2,Matches
214,Yann Gboho,fr FRA,MF,fr Rennes,19,2001,1.1,31,30,1,0,0,0,2,1,0,0,0,0,22,0,3,Matches
215,David de Gea,es ESP,GK,eng Manchester Utd,29,1990,5.0,123,75,47,8,0,0,0,0,0,0,0,0,92,1,0,Matches
216,Valère Germain,fr FRA,"FW,MF",fr Marseille,30,1990,2.2,53,48,4,0,0,0,1,2,0,0,0,0,38,1,1,Matches
217,Billy Gilmour,sct SCO,MF,eng Chelsea,19,2001,1.1,89,87,2,1,0,0,1,0,0,0,0,0,79,0,1,Matches
218,Matthias Ginter,de GER,DF,de Gladbach,26,1994,8.0,454,436,16,10,0,7,1,6,0,0,0,0,371,2,1,Matches
219,Olivier Giroud,fr FRA,FW,eng Chelsea,33,1986,2.9,72,69,3,0,0,0,0,1,0,0,0,0,55,0,2,Matches
220,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,25,1995,4.0,150,141,9,1,2,1,8,2,6,2,3,0,119,0,3,Matches
221,Pierluigi Gollini,it ITA,GK,it Atalanta,25,1995,3.0,83,50,33,14,0,4,0,0,0,0,0,0,56,0,0,Matches
222,Eulânio Ângelo Chipela Gomes,gw GNB,DF,pt Porto,26,1994,1.5,69,48,21,1,0,0,7,20,0,0,0,0,49,0,0,Matches
223,Joe Gomez,eng ENG,DF,eng Liverpool,23,1997,3.0,221,218,3,3,1,2,0,0,0,0,0,0,187,0,0,Matches
224,Papu Gómez,ar ARG,"MF,FW",it Atalanta,32,1988,5.0,267,227,34,9,4,6,31,2,21,13,7,0,201,6,6,Matches
225,Papu Gómez,ar ARG,"MF,FW",es Sevilla,32,1988,1.0,64,62,2,0,0,1,5,0,2,1,0,0,47,0,2,Matches
226,Sergi Gómez,es ESP,DF,es Sevilla,28,1992,2.2,151,146,5,5,0,3,0,0,0,0,0,0,131,0,0,Matches
227,Alfred Gomis,sn SEN,GK,fr Rennes,26,1993,4.0,150,98,52,18,0,0,0,0,0,0,0,0,100,0,0,Matches
228,Álvaro González,es ESP,DF,fr Marseille,30,1990,6.0,387,374,11,11,0,3,2,0,0,0,0,0,334,2,1,Matches
229,Leon Goretzka,de GER,MF,de Bayern Munich,25,1995,4.8,267,262,5,4,0,5,2,1,0,0,0,0,241,0,0,Matches
230,Yevgeni Gorodov,ru RUS,GK,ru Krasnodar,34,1985,2.0,73,42,30,11,0,0,0,0,0,0,0,0,44,1,0,Matches
231,Robin Gosens,de GER,DF,it Atalanta,26,1994,6.3,329,279,48,2,0,3,12,46,0,0,0,0,253,2,8,Matches
232,Ryan Gravenberch,nl NED,MF,nl Ajax,18,2002,5.9,315,303,10,5,0,0,10,1,4,0,2,0,252,2,3,Matches
233,Mason Greenwood,eng ENG,FW,eng Manchester Utd,18,2001,2.3,75,74,1,0,0,0,1,0,0,0,0,0,63,0,2,Matches
234,Clément Grenier,fr FRA,MF,fr Rennes,29,1991,2.5,123,112,11,4,0,2,10,0,5,2,3,0,92,0,1,Matches
235,Antoine Griezmann,fr FRA,"FW,MF",es Barcelona,29,1991,5.6,264,256,8,1,2,2,1,1,1,0,0,0,223,0,10,Matches
236,Marko Grujić,rs SRB,MF,pt Porto,24,1996,4.3,179,177,2,2,0,1,1,0,0,0,0,0,144,0,4,Matches
237,Nemanja Gudelj,rs SRB,"MF,DF",es Sevilla,28,1991,5.5,357,341,16,15,0,5,0,1,0,0,0,0,327,0,1,Matches
238,Raphaël Guerreiro,pt POR,DF,de Dortmund,26,1993,7.4,619,561,58,8,2,1,18,41,9,5,2,0,545,0,6,Matches
239,Pape Gueye,sn SEN,MF,fr Marseille,21,1999,1.9,108,106,2,2,0,2,0,0,0,0,0,0,92,0,1,Matches
240,Serhou Guirassy,gn GUI,FW,fr Rennes,24,1996,3.8,80,76,4,1,0,1,0,0,0,0,0,0,53,0,2,Matches
241,Péter Gulácsi,hu HUN,GK,de RB Leipzig,30,1990,8.0,303,242,60,19,0,1,0,0,0,0,0,0,237,1,0,Matches
242,Fredrik Gulbrandsen,no NOR,FW,tr Başakşehir,27,1992,2.3,38,33,4,0,0,0,2,1,0,0,0,0,25,1,1,Matches
243,İlkay Gündoğan,de GER,MF,eng Manchester City,29,1990,10.8,927,907,19,9,1,3,7,1,4,1,1,0,848,1,9,Matches
244,Mert Günok,tr TUR,GK,tr Başakşehir,31,1989,6.0,185,136,48,5,0,0,0,0,0,0,0,0,123,1,0,Matches
245,Erling Haaland,no NOR,FW,de Dortmund,20,2000,7.8,163,146,16,0,1,1,6,2,0,0,0,0,120,1,7,Matches
246,Munir El Haddadi,ma MAR,"FW,MF",es Sevilla,24,1995,3.3,118,111,5,1,1,2,6,0,3,0,0,0,97,2,4,Matches
247,Amadou Haidara,ml MLI,"MF,DF",de RB Leipzig,22,1998,4.7,213,208,3,1,0,1,3,2,0,0,0,0,170,2,2,Matches
248,Achraf Hakimi,ma MAR,"DF,MF",it Inter,21,1998,4.0,196,155,40,0,0,1,19,40,0,0,0,0,154,1,4,Matches
249,Marcel Halstenberg,de GER,DF,de RB Leipzig,28,1991,2.0,116,108,6,2,0,3,1,4,0,0,0,0,97,2,1,Matches
250,Samir Handanović,si SVN,GK,it Inter,36,1984,6.0,175,143,32,11,0,0,0,0,0,0,0,0,157,0,0,Matches
251,Jesper Hansen,dk DEN,GK,dk Midtjylland,35,1985,4.0,197,148,49,13,0,0,0,0,0,0,0,0,115,0,0,Matches
252,Denys Harmash,ua UKR,"MF,FW",ua Dynamo Kyiv,30,1990,1.7,54,52,2,1,0,0,2,1,0,0,0,0,40,0,3,Matches
253,Hans Hateboer,nl NED,DF,it Atalanta,26,1994,5.9,264,219,45,1,0,2,5,44,0,0,0,0,231,0,6,Matches
254,Kai Havertz,de GER,"MF,FW",eng Chelsea,21,1999,8.7,378,369,7,2,1,1,5,0,1,0,0,0,312,2,4,Matches
255,Eden Hazard,be BEL,FW,es Real Madrid,29,1991,3.0,160,158,2,1,0,0,2,1,0,0,0,0,138,0,4,Matches
256,Thorgan Hazard,be BEL,"FW,MF",de Dortmund,27,1993,4.9,260,236,23,4,2,3,18,7,10,4,5,1,213,1,8,Matches
257,Hwang Hee-chan,kr KOR,FW,de RB Leipzig,24,1996,1.0,21,20,1,0,0,0,2,0,0,0,0,0,13,0,0,Matches
258,Marcel Heister,de GER,DF,hu Ferencváros,28,1992,4.3,222,189,32,4,0,1,12,28,0,0,0,0,175,1,10,Matches
259,Dean Henderson,eng ENG,GK,eng Manchester Utd,23,1997,1.0,18,12,6,0,0,0,0,0,0,0,0,0,16,0,0,Matches
260,Jordan Henderson,eng ENG,"MF,DF",eng Liverpool,30,1990,4.0,303,292,11,8,1,4,10,0,1,0,1,0,260,0,4,Matches
261,Benjamin Henrichs,de GER,"DF,FW",de RB Leipzig,23,1997,1.3,86,75,11,0,0,0,2,11,0,0,0,0,61,0,2,Matches
262,Dalbert Henrique,br BRA,"DF,FW",fr Rennes,26,1993,2.5,122,104,18,2,0,1,9,16,0,0,0,0,95,0,1,Matches
263,Luis Henrique,br BRA,"FW,MF",fr Marseille,18,2001,1.1,29,28,0,0,0,0,2,0,0,0,0,0,22,1,1,Matches
264,Mario Hermoso,es ESP,DF,es Atlético Madrid,25,1995,3.9,263,222,40,11,0,5,0,29,0,0,0,0,203,1,7,Matches
265,Lucas Hernández,fr FRA,DF,de Bayern Munich,24,1996,7.7,622,566,55,14,0,15,9,41,0,0,0,0,530,1,8,Matches
266,Ander Herrera,es ESP,MF,fr Paris S-G,30,1989,6.0,334,322,7,6,2,1,4,1,0,0,0,0,274,5,3,Matches
267,Héctor Herrera,mx MEX,MF,es Atlético Madrid,30,1990,3.3,225,211,14,11,2,3,10,0,3,3,0,0,184,0,4,Matches
268,Patrick Herrmann,de GER,"FW,MF",de Gladbach,29,1991,0.7,18,17,1,0,0,1,0,1,0,0,0,0,14,0,0,Matches
269,Marwin Hitz,ch SUI,GK,de Dortmund,32,1987,6.0,177,127,50,10,0,0,0,0,0,0,0,0,127,0,0,Matches
270,Wesley Hoedt,nl NED,DF,it Lazio,26,1994,5.4,308,290,18,12,0,2,1,0,0,0,0,0,280,0,0,Matches
271,Jonas Hofmann,de GER,FW,de Gladbach,28,1992,4.8,168,147,19,6,0,1,18,2,11,5,6,0,127,2,3,Matches
272,José Holebas,gr GRE,DF,gr Olympiacos,36,1984,4.8,239,184,50,1,0,0,8,49,0,0,0,0,184,5,4,Matches
273,Ethan Horvath,us USA,GK,be Club Brugge,25,1995,1.0,35,20,15,4,0,0,0,0,0,0,0,0,19,0,0,Matches
274,Callum Hudson-Odoi,eng ENG,"FW,DF",eng Chelsea,19,2000,3.8,154,148,6,0,0,0,12,6,0,0,0,0,123,0,2,Matches
275,Mats Hummels,de GER,DF,de Dortmund,31,1988,8.8,598,579,16,14,0,2,1,2,0,0,0,0,520,3,4,Matches
276,Adrien Hunou,fr FRA,"FW,MF",fr Rennes,26,1994,1.0,19,17,1,0,0,0,0,0,0,0,0,0,14,1,1,Matches
277,Klaas-Jan Huntelaar,nl NED,FW,nl Ajax,36,1983,0.4,13,12,1,0,0,0,0,0,0,0,0,0,12,0,0,Matches
278,Daniel Høegh,dk DEN,DF,dk Midtjylland,29,1991,1.0,23,23,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
279,Mauro Icardi,ar ARG,FW,fr Paris S-G,27,1993,2.7,56,50,6,0,0,0,0,0,0,0,0,0,45,0,1,Matches
280,Oussama Idrissi,ma MAR,"FW,DF",es Sevilla,24,1996,1.7,52,50,2,0,0,1,1,0,2,0,0,0,43,0,2,Matches
281,Odion Ighalo,ng NGA,DF,eng Manchester Utd,31,1989,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
282,Vladislav Ignatyev,ru RUS,"MF,FW",ru Loko Moscow,33,1987,4.3,112,106,4,3,1,0,2,1,0,0,0,0,76,2,6,Matches
283,Josip Iličić,si SVN,"FW,MF",it Atalanta,32,1988,3.1,195,186,7,2,2,8,11,1,4,2,1,0,130,2,5,Matches
284,Ciro Immobile,it ITA,FW,it Lazio,30,1990,4.6,141,132,7,0,0,3,1,2,0,0,0,0,112,2,5,Matches
285,Nikita Iosifov,ru RUS,MF,ru Loko Moscow,19,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Isael,br BRA,"FW,MF",hu Ferencváros,32,1988,4.0,102,83,18,4,1,1,5,2,6,3,1,0,77,1,1,Matches
287,Gustav Isaksen,dk DEN,"MF,FW",dk Midtjylland,19,2001,0.5,12,11,1,0,0,0,2,0,1,0,1,0,8,0,0,Matches
288,Isco,es ESP,"FW,MF",es Real Madrid,28,1992,1.1,80,79,1,0,0,0,1,0,0,0,0,0,63,0,5,Matches
289,Daniel James,wls WAL,FW,eng Manchester Utd,22,1997,0.4,10,9,1,0,0,0,0,0,1,0,0,0,8,0,0,Matches
290,Manjrekar James,ca CAN,DF,dk Midtjylland,26,1993,1.0,21,21,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
291,Reece James,eng ENG,DF,eng Chelsea,20,1999,6.3,377,315,61,6,0,1,37,49,6,2,2,1,298,1,5,Matches
292,Tony Jantschke,de GER,DF,de Gladbach,30,1990,0.6,63,62,1,1,0,0,0,0,0,0,0,0,59,0,0,Matches
293,Gabriel Jesus,br BRA,FW,eng Manchester City,23,1997,3.0,98,96,2,0,0,0,1,0,0,0,0,0,79,0,2,Matches
294,Curtis Jones,eng ENG,MF,eng Liverpool,19,2001,4.5,254,247,7,3,0,1,1,3,0,0,0,0,225,0,7,Matches
295,Frenkie de Jong,nl NED,"MF,DF",es Barcelona,23,1997,6.5,510,503,7,4,1,0,1,3,0,0,0,0,483,0,2,Matches
296,Luuk de Jong,nl NED,FW,es Sevilla,29,1990,4.2,118,110,7,0,0,0,0,0,0,0,0,0,84,1,7,Matches
297,Joan Jordán,es ESP,MF,es Sevilla,26,1994,4.5,378,344,33,18,0,15,18,5,10,4,5,0,344,1,2,Matches
298,Jorginho,it ITA,MF,eng Chelsea,28,1991,11.4,755,736,15,15,1,3,3,0,0,0,0,0,664,4,9,Matches
299,Diogo Jota,pt POR,FW,eng Liverpool,23,1996,6.0,202,198,2,0,0,0,5,0,0,0,0,0,147,2,10,Matches
300,Luka Jović,rs SRB,FW,es Real Madrid,22,1997,0.6,13,9,4,0,0,0,0,0,0,0,0,0,11,0,0,Matches
301,Vinicius Júnior,br BRA,FW,es Real Madrid,20,2000,7.0,244,241,3,1,1,3,14,2,0,0,0,0,197,0,11,Matches
302,Zlatko Junuzović,at AUT,MF,at RB Salzburg,32,1987,5.1,263,256,6,3,0,0,6,0,3,0,1,0,186,1,5,Matches
303,Sory Kaba,gn GUI,FW,dk Midtjylland,25,1995,5.1,112,106,4,0,0,0,0,0,0,0,0,0,69,2,1,Matches
304,Ozan Kabak,tr TUR,DF,eng Liverpool,20,2000,3.5,200,197,3,3,0,3,0,0,0,0,0,0,168,0,0,Matches
305,İrfan Kahveci,tr TUR,MF,tr Başakşehir,25,1995,5.4,239,227,12,8,0,2,8,0,3,1,2,0,174,0,6,Matches
306,François Kamano,gn GUI,MF,ru Loko Moscow,24,1996,2.0,46,46,0,0,0,1,2,0,0,0,0,0,36,0,0,Matches
307,Boubacar Kamara,fr FRA,MF,fr Marseille,20,1999,4.3,240,230,10,10,0,3,1,0,0,0,0,0,198,0,5,Matches
308,Ruslan Kambolov,ru RUS,MF,ru Krasnodar,30,1990,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
309,Kevin Kampl,si SVN,MF,de RB Leipzig,29,1990,4.1,187,175,11,10,0,0,0,1,0,0,0,0,168,1,0,Matches
310,N'Golo Kanté,fr FRA,MF,eng Chelsea,29,1991,7.9,421,417,2,2,0,4,3,0,0,0,0,0,360,2,10,Matches
311,Emre Kaplan,tr TUR,DF,tr Başakşehir,19,2001,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
312,Oleksandr Karavayev,ua UKR,DF,ua Dynamo Kyiv,28,1992,2.5,162,129,33,1,0,1,0,32,0,0,0,0,119,0,3,Matches
313,Vyacheslav Karavayev,ru RUS,DF,ru Zenit,25,1995,3.1,170,137,32,0,0,0,9,32,0,0,0,0,131,1,4,Matches
314,Moise Kean,it ITA,FW,fr Paris S-G,20,2000,4.9,79,72,7,0,0,0,4,0,0,0,0,0,59,0,2,Matches
315,Tomasz Kędziora,pl POL,DF,ua Dynamo Kyiv,26,1994,6.0,326,285,41,7,0,0,20,34,0,0,0,0,251,0,6,Matches
316,Thilo Kehrer,de GER,"DF,FW",fr Paris S-G,23,1996,0.8,45,43,2,0,0,1,0,2,0,0,0,0,38,0,3,Matches
317,Naby Keïta,gn GUI,MF,eng Liverpool,25,1995,1.6,83,81,2,0,0,0,0,1,0,0,0,0,72,0,1,Matches
318,Caoimhín Kelleher,ie IRL,GK,eng Liverpool,21,1998,2.0,95,63,32,10,0,0,0,0,0,0,0,0,69,0,0,Matches
319,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,33,1987,6.0,190,143,47,8,0,0,0,0,0,0,0,0,149,0,0,Matches
320,Ihor Kharatin,ua UKR,MF,hu Ferencváros,25,1995,3.6,277,270,7,7,0,2,0,0,0,0,0,0,260,0,2,Matches
321,Davit Khocholava,ge GEO,DF,ua Shakhtar,27,1993,3.3,189,183,6,6,0,3,0,0,0,0,0,0,168,0,0,Matches
322,Joshua Kimmich,de GER,MF,de Bayern Munich,25,1995,6.8,551,474,72,25,3,10,55,8,39,23,15,0,446,5,7,Matches
323,Presnel Kimpembe,fr FRA,DF,fr Paris S-G,24,1995,10.9,559,539,19,18,0,4,1,1,0,0,0,0,519,1,4,Matches
324,Davy Klaassen,nl NED,MF,nl Ajax,27,1993,5.0,208,201,7,5,0,1,2,1,0,0,0,0,166,0,2,Matches
325,Sean Klaiber,sr SUR,DF,nl Ajax,26,1994,0.6,37,31,6,2,0,0,0,4,0,0,0,0,29,0,0,Matches
326,Lukas Klostermann,de GER,DF,de RB Leipzig,24,1996,2.0,120,117,3,1,0,0,0,2,0,0,0,0,99,0,2,Matches
327,Justin Kluivert,nl NED,"MF,FW",de RB Leipzig,21,1999,1.7,53,49,4,0,0,0,2,3,0,0,0,0,38,0,2,Matches
328,Ansgar Knauff,de GER,FW,de Dortmund,18,2002,1.5,24,24,0,0,0,0,2,0,0,0,0,0,13,0,2,Matches
329,Sekou Koita,ml MLI,FW,at RB Salzburg,20,1999,4.5,111,99,11,0,2,0,2,0,0,0,0,0,72,1,7,Matches
330,Koka,eg EGY,FW,gr Olympiacos,27,1993,0.3,6,4,2,0,0,0,0,0,0,0,0,0,3,0,0,Matches
331,Koke,es ESP,MF,es Atlético Madrid,28,1992,7.4,513,470,38,21,0,6,11,1,13,0,9,0,438,5,8,Matches
332,Aleksandar Kolarov,rs SRB,DF,it Inter,34,1985,1.0,72,67,5,1,0,0,5,0,2,2,0,0,63,0,0,Matches
333,Ibrahima Konaté,fr FRA,DF,de RB Leipzig,21,1999,5.3,280,260,19,19,0,0,0,0,0,0,0,0,226,1,3,Matches
334,Viktor Korniienko,ua UKR,DF,ua Shakhtar,21,1999,3.0,187,161,26,7,0,1,1,19,0,0,0,0,144,0,2,Matches
335,Odilon Kossounou,ci CIV,DF,be Club Brugge,19,2001,5.0,281,271,9,5,0,0,0,4,0,0,0,0,246,1,2,Matches
336,Billy Koumetio,fr FRA,DF,eng Liverpool,17,2002,0.5,18,17,1,1,0,1,0,0,0,0,0,0,11,0,0,Matches
337,Jules Koundé,fr FRA,DF,es Sevilla,21,1998,5.7,423,403,19,5,0,3,6,14,0,0,0,0,363,1,5,Matches
338,Adnan Kovačević,ba BIH,DF,hu Ferencváros,26,1993,1.9,134,133,0,0,0,0,0,0,0,0,0,0,114,1,0,Matches
339,Mateo Kovačić,hr CRO,MF,eng Chelsea,26,1994,6.7,463,451,12,11,3,5,1,1,0,0,0,0,412,0,5,Matches
340,Viktor Kovalenko,ua UKR,MF,ua Shakhtar,24,1996,2.4,75,71,4,4,1,1,0,0,0,0,0,0,65,0,0,Matches
341,Bozhidar Kraev,bg BUL,"MF,FW",dk Midtjylland,23,1997,0.6,19,19,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
342,Christoph Kramer,de GER,MF,de Gladbach,29,1991,6.9,400,385,15,14,0,3,1,1,0,0,0,0,362,0,6,Matches
343,Rasmus Kristensen,dk DEN,DF,at RB Salzburg,23,1997,5.0,286,231,54,1,0,0,6,53,0,0,0,0,202,1,9,Matches
344,Michal Krmenčík,cz CZE,FW,be Club Brugge,27,1993,0.8,7,6,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
345,Toni Kroos,de GER,MF,es Real Madrid,30,1990,10.7,1059,952,106,52,1,28,52,3,51,15,14,2,951,1,9,Matches
346,Danil Krugovoy,ru RUS,"DF,MF",ru Zenit,22,1998,1.8,76,59,17,1,0,0,11,13,3,0,3,0,50,0,4,Matches
347,Grzegorz Krychowiak,pl POL,MF,ru Loko Moscow,30,1990,4.0,189,175,14,13,0,4,1,1,0,0,0,0,152,0,3,Matches
348,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar,29,1991,1.0,76,75,1,1,0,1,0,0,0,0,0,0,63,0,1,Matches
349,Mohammed Kudus,gh GHA,FW,nl Ajax,19,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
350,Daniil Kulikov,ru RUS,MF,ru Loko Moscow,22,1998,4.0,143,140,2,1,0,1,3,0,1,0,1,0,106,1,4,Matches
351,Dejan Kulusevski,se SWE,"FW,MF",it Juventus,20,2000,3.0,88,83,4,1,1,2,8,1,2,2,0,0,59,1,4,Matches
352,Layvin Kurzawa,fr FRA,DF,fr Paris S-G,27,1992,4.2,223,192,30,2,0,1,11,28,0,0,0,0,179,1,9,Matches
353,Daler Kuzyaev,ru RUS,"MF,FW",ru Zenit,27,1993,4.9,253,249,4,0,0,0,8,3,0,0,0,0,214,0,6,Matches
354,Zakaria Labyad,ma MAR,MF,nl Ajax,27,1993,2.0,74,64,8,2,0,1,8,1,5,2,1,0,54,2,2,Matches
355,Aïssa Laïdouni,tn TUN,MF,hu Ferencváros,23,1996,2.5,99,92,6,6,0,0,0,0,0,0,0,0,80,1,2,Matches
356,Stefan Lainer,at AUT,DF,de Gladbach,27,1992,7.6,350,285,64,3,0,3,19,61,0,0,0,0,264,1,9,Matches
357,Sam Lammers,nl NED,FW,it Atalanta,23,1997,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
358,Michael Lang,ch SUI,DF,de Gladbach,29,1991,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
359,Noa Lang,nl NED,"MF,FW",be Club Brugge,21,1999,3.3,146,140,5,1,0,0,4,4,0,0,0,0,118,1,3,Matches
360,Aymeric Laporte,es ESP,DF,eng Manchester City,26,1994,3.1,309,305,3,2,0,2,0,1,0,0,0,0,290,1,0,Matches
361,Valentino Lazaro,at AUT,"FW,DF",de Gladbach,24,1996,2.7,115,108,7,1,0,0,7,6,0,0,0,0,92,0,1,Matches
362,Manuel Lazzari,it ITA,DF,it Lazio,26,1993,3.6,142,108,34,0,0,0,15,34,0,0,0,0,105,0,9,Matches
363,James Lea Siliki,cm CMR,"MF,FW",fr Rennes,24,1996,2.4,81,80,1,0,0,2,2,1,0,0,0,0,57,0,4,Matches
364,Diogo Leite,pt POR,DF,pt Porto,21,1999,2.0,76,74,2,2,0,0,0,0,0,0,0,0,70,0,0,Matches
365,Lucas Leiva,br BRA,MF,it Lazio,33,1987,3.9,234,228,6,6,0,2,0,0,0,0,0,0,212,0,3,Matches
366,Thomas Lemar,fr FRA,"DF,MF",es Atlético Madrid,24,1995,2.1,113,100,13,3,0,3,19,1,9,1,7,0,85,0,5,Matches
367,Clément Lenglet,fr FRA,DF,es Barcelona,25,1995,6.2,489,472,16,12,0,7,0,4,0,0,0,0,458,1,3,Matches
368,Robert Lewandowski,pl POL,FW,de Bayern Munich,31,1988,5.7,132,127,4,0,0,2,3,0,0,0,0,0,102,1,3,Matches
369,Bohdan Liedniev,ua UKR,MF,ua Dynamo Kyiv,22,1998,0.4,7,5,2,0,0,0,1,0,2,1,0,0,6,0,0,Matches
370,Matthijs de Ligt,nl NED,DF,it Juventus,20,1999,4.5,356,349,5,4,0,3,1,1,0,0,0,0,322,2,1,Matches
371,Victor Lindelöf,se SWE,DF,eng Manchester Utd,26,1994,4.4,207,197,10,9,0,1,0,1,0,0,0,0,181,0,0,Matches
372,Vitaly Lisakovich,by BLR,"MF,FW",ru Loko Moscow,22,1998,0.8,22,19,3,0,0,0,5,0,3,0,3,0,10,0,3,Matches
373,Marcos Llorente,es ESP,"MF,DF",es Atlético Madrid,25,1995,7.3,305,282,22,2,0,1,12,17,1,0,0,0,240,1,12,Matches
374,Renan Lodi,br BRA,DF,es Atlético Madrid,22,1998,4.2,257,210,47,5,0,0,28,34,8,1,6,0,199,0,11,Matches
375,Mamadou Loum,sn SEN,MF,pt Porto,23,1996,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
376,Dejan Lovren,hr CRO,DF,ru Zenit,31,1989,4.3,204,197,6,5,0,0,3,1,0,0,0,0,173,1,0,Matches
377,Gergő Lovrencsics,hu HUN,DF,hu Ferencváros,31,1988,4.1,259,209,50,6,0,1,24,44,0,0,0,0,187,0,11,Matches
378,José Luis Palomino,ar ARG,DF,it Atalanta,30,1990,2.3,140,125,15,10,0,2,1,5,0,0,0,0,117,0,4,Matches
379,Zé Luís,cv CPV,FW,ru Loko Moscow,29,1991,4.2,96,91,5,1,1,0,3,0,0,0,0,0,58,0,4,Matches
380,Romelu Lukaku,be BEL,FW,it Inter,27,1993,4.9,112,102,8,0,1,1,3,0,0,0,0,0,76,2,5,Matches
381,Senad Lulić,ba BIH,DF,it Lazio,34,1986,1.2,41,38,3,0,0,0,4,3,0,0,0,0,33,0,1,Matches
382,Vitali Lystsov,ru RUS,DF,ru Loko Moscow,25,1995,0.5,23,21,2,2,0,4,0,0,0,0,0,0,15,0,2,Matches
