Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
291,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,30,1987,20,1755,88,51.3,19.5,19,,19,1,,13,2.55,40,8,+32,+1.64,+0.02,26.2,12.6,+13.6,+0.70,-0.07,Matches
292,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,28,1989,21,1595,76,52.1,17.7,20,,10,1,,2,2.00,37,20,+17,+0.96,+1.14,31.2,16.8,+14.4,+0.81,+0.56,Matches
293,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,28,1989,29,2345,81,76.6,26.1,29,,24,0,,1,1.62,43,35,+8,+0.31,-0.45,41.6,28.1,+13.5,+0.52,-0.13,Matches
294,László Bénes,sk SVK,MF,Gladbach,de Bundesliga,19,1997,2,38,19,1.2,0.4,0,,0,2,,5,2.00,0,1,-1,-2.37,-2.25,0.3,1.9,-1.5,-3.57,-3.59,Matches
295,Jessy Bénet,fr FRA,MF,Dijon,fr Ligue 1,22,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
296,Nicolas Benezet,fr FRA,"FW,MF",Guingamp,fr Ligue 1,26,1991,29,1648,57,48.2,18.3,18,75,4,11,27,6,1.34,28,26,+2,+0.11,+0.77,22.9,24.4,-1.5,-0.08,+0.02,Matches
297,Marcel Benger,de GER,MF,Gladbach,de Bundesliga,19,1998,1,2,2,0.1,0.0,0,,0,1,,2,3.00,0,0,0,0.00,+0.15,0.0,0.0,0.0,+0.51,+0.53,Matches
298,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,2520,90,73.7,28.0,28,90,28,0,,10,1.57,40,36,+4,+0.14,+0.44,33.7,38.0,-4.3,-0.15,-0.55,Matches
299,Charlison Benschop,cw CUW,"MF,DF",Hannover 96,de Bundesliga,27,1989,7,184,26,6.0,2.0,2,,0,5,,4,1.29,4,2,+2,+0.98,+1.35,3.5,3.2,+0.2,+0.11,+0.46,Matches
300,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,22,1995,29,2342,81,68.5,26.0,26,86,22,3,35,2,1.41,33,33,0,0.00,-0.50,35.0,35.8,-0.8,-0.03,-0.13,Matches
301,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,22,1994,16,1011,63,33.0,11.2,12,,8,4,,6,1.88,14,7,+7,+0.62,+0.23,13.2,11.2,+1.9,+0.17,-0.03,Matches
302,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,20,1997,20,581,29,17.0,6.5,5,,3,15,,17,2.35,18,7,+11,+1.70,+0.09,11.9,5.5,+6.5,+1.00,+0.32,Matches
303,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,26,1990,31,2240,72,65.5,24.9,24,,21,7,,0,1.23,27,36,-9,-0.36,-0.29,36.3,33.1,+3.3,+0.13,-0.02,Matches
304,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,29,1987,32,2150,67,62.9,23.9,25,80,12,7,22,0,2.06,62,29,+33,+1.38,+0.18,54.0,29.3,+24.7,+1.03,-0.21,Matches
305,Yassine Benzia,dz ALG,"MF,FW",Lille,fr Ligue 1,22,1994,31,2288,74,66.9,25.4,30,75,7,1,35,3,1.06,27,44,-17,-0.67,+0.05,26.5,35.7,-9.2,-0.36,+0.61,Matches
