Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
2426,Alberto Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,90,90,2.6,1.0,1,90,1,0,,1,3.00,1,0,+1,+1.00,+0.78,1.3,1.6,-0.3,-0.26,-0.50,Matches
2427,Redru,es ESP,DF,Betis,es La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2428,Fabian Reese,de GER,"FW,MF",Schalke 04,de Bundesliga,19,1997,7,75,11,2.5,0.8,0,,0,7,,5,2.29,1,1,0,0.00,-0.48,1.2,1.0,+0.2,+0.23,+0.03,Matches
2429,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,14,1077,77,31.5,12.0,10,,9,4,,24,1.29,16,19,-3,-0.25,-0.21,17.7,16.1,+1.6,+0.13,+0.45,Matches
2430,Xesc Regis,es ESP,FW,Eibar,es La Liga,20,1996,1,1,1,0.0,0.0,0,,0,1,1,2,1.00,0,0,0,0.00,+0.16,0.0,0.0,0.0,0.00,+0.09,Matches
2431,Winston Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,17,1452,85,42.5,16.1,17,,15,0,,3,1.00,14,27,-13,-0.81,-0.49,14.9,19.4,-4.5,-0.28,+0.36,Matches
2432,Dominik Reimann,de GER,GK,Dortmund,de Bundesliga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2433,Pepe Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,3330,90,97.4,37.0,37,,37,0,,1,2.43,77,29,+48,+1.30,+1.30,66.4,26.5,+39.9,+1.08,+0.89,Matches
2434,Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,19,1998,10,439,44,12.8,4.9,7,53,0,3,22,0,1.20,5,1,+4,+0.82,+1.24,5.5,3.7,+1.7,+0.36,+0.36,Matches
2435,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,26,2302,89,75.2,25.6,26,,24,0,,0,1.27,34,38,-4,-0.16,-0.28,30.7,30.1,+0.7,+0.03,+0.71,Matches
2436,Bastien Rempp,fr FRA,GK,Strasbourg,fr Ligue 1,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2437,Loïc Rémy,fr FRA,FW,Las Palmas,es La Liga,30,1987,12,766,64,22.4,8.5,6,90,6,6,38,0,0.92,11,20,-9,-1.06,+0.33,13.0,17.5,-4.4,-0.52,+0.42,Matches
2438,Loïc Rémy,fr FRA,"FW,MF",Getafe,es La Liga,30,1987,11,457,42,13.4,5.1,6,62,0,5,17,1,1.73,6,5,+1,+0.20,-0.05,6.2,4.3,+1.9,+0.38,+0.18,Matches
2439,Jan Repas,si SVN,"MF,FW",Caen,fr Ligue 1,20,1997,15,902,60,26.4,10.0,12,70,4,3,20,15,0.93,5,11,-6,-0.60,+0.08,11.6,12.7,-1.1,-0.11,+0.04,Matches
2440,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,24,1716,72,56.1,19.1,18,,15,6,,6,1.71,34,25,+9,+0.47,+0.14,30.2,23.4,+6.7,+0.35,-0.45,Matches
2441,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,28,1989,11,928,84,30.3,10.3,11,,4,0,,0,1.64,16,11,+5,+0.48,-0.02,15.8,10.9,+4.9,+0.47,-0.33,Matches
2442,Elvis Rexhbeçaj,xk KVX,"DF,MF",Wolfsburg,de Bundesliga,19,1997,4,128,32,4.2,1.4,1,,1,3,,8,1.50,1,3,-2,-1.41,-1.10,0.5,1.8,-1.3,-0.95,-0.45,Matches
2443,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,3420,90,100.0,38.0,38,90,38,0,,0,1.26,55,73,-18,-0.47,,41.6,63.8,-22.2,-0.58,,Matches
2444,Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,34,1983,20,1203,60,39.3,13.4,15,,2,5,,5,2.25,35,14,+21,+1.57,-0.51,31.3,11.2,+20.1,+1.50,+0.34,Matches
2445,Federico Ricca,uy URU,DF,Málaga,es La Liga,22,1994,14,1109,79,32.4,12.3,13,83,10,1,35,2,0.21,4,22,-18,-1.46,-0.72,10.2,18.8,-8.6,-0.70,-0.22,Matches
2446,Alessio Riccardi,it ITA,FW,Roma,it Serie A,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2447,Federico Ricci,it ITA,FW,Crotone,it Serie A,23,1994,15,921,61,26.9,10.2,10,,4,5,,3,1.07,16,15,+1,+0.10,+1.07,12.6,14.2,-1.6,-0.15,+0.66,Matches
2448,Federico Ricci,it ITA,MF,Genoa,it Serie A,23,1994,5,217,43,6.3,2.4,2,,2,3,,10,0.80,3,5,-2,-0.83,-0.60,3.5,5.3,-1.8,-0.76,-0.84,Matches
2449,Federico Ricci,it ITA,"FW,MF",Sassuolo,it Serie A,23,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2450,Declan Rice,eng ENG,"DF,MF",West Ham,eng Premier League,18,1999,26,1430,55,41.8,15.9,15,,12,11,,10,1.23,24,29,-5,-0.31,+0.36,15.8,24.8,-9.0,-0.56,-0.14,Matches
2451,Richarlison,br BRA,"FW,MF",Watford,eng Premier League,20,1997,38,2823,74,82.5,31.4,32,,22,6,,0,1.08,31,54,-23,-0.73,-1.19,36.1,45.3,-9.2,-0.29,-0.65,Matches
2452,Marco Richter,de GER,FW,Augsburg,de Bundesliga,19,1997,12,644,54,21.0,7.2,6,,2,6,,2,1.08,10,10,0,0.00,+0.11,7.5,9.6,-2.1,-0.31,-0.51,Matches
2453,Diego Rico,es ESP,DF,Leganés,es La Liga,24,1993,26,2228,86,65.1,24.8,26,86,24,0,,7,1.12,16,32,-16,-0.65,-0.57,26.5,28.4,-1.8,-0.07,+0.37,Matches
2454,Mikel Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,17,1171,69,34.2,13.0,13,85,11,4,16,6,1.35,15,10,+5,+0.38,+0.90,18.0,16.1,+2.0,+0.15,+0.26,Matches
2455,Sergio Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,2156,90,63.0,24.0,23,90,23,1,86,14,1.42,29,39,-10,-0.42,-0.49,37.9,33.1,+4.8,+0.20,+0.17,Matches
2456,Jaïro Riedewald,nl NED,"MF,DF",Crystal Palace,eng Premier League,20,1996,12,442,37,12.9,4.9,4,,4,8,,17,1.08,3,6,-3,-0.61,-0.40,6.2,6.9,-0.7,-0.14,-0.32,Matches
2457,Asier Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,90,90,2.6,1.0,1,90,1,0,,28,3.00,4,1,+3,+3.00,+3.24,1.3,1.7,-0.4,-0.43,-0.35,Matches
2458,Sascha Riether,de GER,"DF,MF",Schalke 04,de Bundesliga,34,1983,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2459,Luca Rigoni,it ITA,MF,Genoa,it Serie A,32,1984,23,1574,68,46.0,17.5,19,,9,4,,9,1.17,14,19,-5,-0.29,-0.04,20.0,17.0,+3.0,+0.17,+0.27,Matches
2460,Nicola Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,15,933,62,27.3,10.4,12,,6,3,,22,1.20,7,17,-10,-0.96,-0.49,9.9,17.8,-7.9,-0.76,-0.28,Matches
2461,Kévin Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26,1991,1,7,7,0.2,0.1,0,,0,1,7,6,1.00,0,0,0,0.00,-2.08,0.0,0.0,0.0,-0.45,-1.82,Matches
2462,Tomás Rincón,ve VEN,MF,Torino,it Serie A,29,1988,36,2995,83,87.6,33.3,35,,23,1,,0,1.33,45,41,+4,+0.12,-0.73,38.9,41.7,-2.9,-0.09,-0.47,Matches
2463,Birk Risa,no NOR,FW,Köln,de Bundesliga,19,1998,2,81,41,2.6,0.9,1,,0,1,,2,1.50,0,2,-2,-2.22,-1.23,0.9,2.3,-1.3,-1.49,-0.80,Matches
2464,Marcel Risse,de GER,"DF,MF",Köln,de Bundesliga,27,1989,16,1169,73,38.2,13.0,13,,11,3,,0,0.50,15,34,-19,-1.46,-0.70,13.8,26.5,-12.7,-0.98,-0.43,Matches
2465,Matt Ritchie,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,27,1989,35,2804,80,82.0,31.2,32,,21,3,,3,1.26,35,35,0,0.00,+1.17,36.5,41.4,-4.9,-0.16,+0.70,Matches
2466,Cristian Rivera,es ESP,MF,Eibar,es La Liga,20,1997,7,246,35,7.2,2.7,2,90,2,5,13,5,0.43,1,9,-8,-2.93,-2.98,1.7,5.3,-3.6,-1.31,-1.32,Matches
2467,Emmanuel Rivière,fr FRA,FW,Metz,fr Ligue 1,27,1990,28,2009,72,58.7,22.3,23,82,11,5,26,0,0.79,23,41,-18,-0.81,+0.72,24.1,39.4,-15.3,-0.69,+0.31,Matches
2468,Jonathan Rivierez,mq MTQ,DF,Metz,fr Ligue 1,28,1989,26,2064,79,60.4,22.9,24,85,20,2,13,6,0.81,23,43,-20,-0.87,+0.59,25.8,42.2,-16.4,-0.72,+0.25,Matches
2469,Leonardo Rivoira,it ITA,DF,Torino,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2470,Luca Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,11,488,44,14.3,5.4,4,,2,7,,6,0.55,6,13,-7,-1.29,-0.89,6.8,11.4,-4.7,-0.86,-0.33,Matches
2471,Luca Rizzo,it ITA,MF,Atalanta,it Serie A,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2472,Arjen Robben,nl NED,"FW,MF",Bayern Munich,de Bundesliga,33,1984,21,1507,72,49.2,16.7,19,,7,2,,3,2.57,45,12,+33,+1.97,+0.17,37.8,11.8,+26.0,+1.55,+0.50,Matches
2473,Rober,es ESP,"DF,MF",Levante,es La Liga,22,1995,25,1909,76,55.8,21.2,19,88,18,6,41,7,1.28,26,34,-8,-0.38,-0.02,28.2,38.2,-10.0,-0.47,+0.06,Matches
2474,Samuel Robert,fr FRA,FW,Dijon,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2475,Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,3060,90,89.5,34.0,34,90,34,0,,3,0.59,23,51,-28,-0.82,+1.43,32.7,50.1,-17.4,-0.51,+0.39,Matches
2476,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,30,2225,74,65.1,24.7,24,86,17,6,26,0,2.47,58,12,+46,+1.86,+0.05,53.5,23.0,+30.5,+1.23,+0.40,Matches
2477,Connor Roberts,wls WAL,DF,Swansea City,eng Premier League,21,1995,4,268,67,7.8,3.0,3,,2,1,,5,0.25,0,4,-4,-1.34,-0.66,2.3,4.0,-1.7,-0.55,+0.17,Matches
2478,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,23,1994,22,1940,88,56.7,21.6,22,,19,0,,5,2.14,53,18,+35,+1.62,+0.95,43.3,15.9,+27.4,+1.27,+0.55,Matches
2479,Álex Robles,es ESP,DF,Málaga,es La Liga,18,1999,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,0,1,-1,-1.00,-0.03,1.2,1.6,-0.4,-0.35,+0.20,Matches
2480,Joel Robles,es ESP,GK,Everton,eng Premier League,27,1990,0,,,,,0,,0,0,,30,,,,,,,,,,,,Matches
2481,Hal Robson-Kanu,wls WAL,"FW,MF",West Brom,eng Premier League,28,1989,21,827,39,24.2,9.2,8,,2,13,,5,0.86,5,14,-9,-0.98,-0.42,10.6,13.0,-2.3,-0.25,+0.06,Matches
2482,Marc Roca,es ESP,MF,Espanyol,es La Liga,20,1996,8,264,33,7.7,2.9,2,68,1,6,22,17,2.13,6,3,+3,+1.02,+1.28,5.3,4.6,+0.7,+0.23,+0.56,Matches
2483,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2484,Leonardo Rocha,pt POR,FW,Leganés,es La Liga,20,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2485,Kenny Rocha Santos,cv CPV,"FW,MF",Saint-Étienne,fr Ligue 1,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2486,Rubén Rochina,es ESP,"MF,DF",Levante,es La Liga,26,1991,5,151,30,4.4,1.7,1,74,0,4,19,3,1.50,4,6,-2,-1.19,-0.86,1.6,4.7,-3.1,-1.84,-1.41,Matches
2487,Ronny Rodelin,fr FRA,"FW,MF",Caen,fr Ligue 1,27,1989,37,3161,85,92.4,35.1,36,87,30,1,35,0,1.03,25,46,-21,-0.60,+0.79,41.4,43.2,-1.8,-0.05,+1.14,Matches
2488,Joe Rodon,wls WAL,DF,Swansea City,eng Premier League,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2489,Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,37,3227,87,94.4,35.9,36,89,34,1,34,0,1.65,54,45,+9,+0.25,+1.18,49.8,49.8,+0.1,0.00,+0.10,Matches
2490,Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,37,2684,73,78.5,29.8,31,82,13,6,26,0,1.89,47,23,+24,+0.80,+0.44,43.3,35.0,+8.3,+0.28,+0.35,Matches
2491,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,20,1635,82,47.8,18.2,18,90,18,2,8,9,1.40,39,31,+8,+0.44,+0.49,31.8,24.5,+7.2,+0.40,+0.60,Matches
2492,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,30,1987,33,2293,69,67.0,25.5,26,81,13,7,27,3,1.45,32,14,+18,+0.71,+1.43,35.5,23.6,+11.8,+0.47,+0.73,Matches
2493,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2494,Iván Rodríguez,es ESP,DF,Málaga,es La Liga,21,1996,1,20,20,0.6,0.2,0,,0,1,20,3,0.00,1,0,+1,+4.50,+5.51,0.8,0.9,-0.1,-0.45,+0.10,Matches
2495,James Rodríguez,co COL,"MF,FW",Bayern Munich,de Bundesliga,26,1991,23,1621,70,53.0,18.0,19,,11,4,,5,2.39,45,15,+30,+1.67,-0.46,36.8,20.0,+16.8,+0.93,-0.78,Matches
2496,Jay Rodriguez,eng ENG,"FW,MF",West Brom,eng Premier League,28,1989,37,2812,76,82.2,31.2,31,,13,6,,1,0.81,24,41,-17,-0.54,+0.64,28.6,38.3,-9.7,-0.31,-0.05,Matches
2497,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,24,1992,34,3005,88,87.9,33.4,34,,32,0,,1,1.68,50,36,+14,+0.42,+0.42,46.2,32.0,+14.2,+0.42,+0.40,Matches
2498,Thomas Rodríguez,cl CHI,MF,Genoa,it Serie A,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2499,Marko Rog,hr CRO,"MF,FW",Napoli,it Serie A,22,1995,28,289,10,8.5,3.2,0,,0,28,,10,2.71,5,4,+1,+0.31,-1.04,5.8,2.8,+2.9,+0.94,-0.13,Matches
2500,Rogério,br BRA,DF,Sassuolo,it Serie A,19,1998,13,910,70,26.6,10.1,10,,8,3,,22,1.46,9,12,-3,-0.30,+0.67,10.4,12.1,-1.7,-0.17,-0.14,Matches
2501,Marcus Rohdén,se SWE,MF,Crotone,it Serie A,26,1991,26,1632,63,47.7,18.1,20,,8,6,,8,0.96,16,36,-20,-1.10,-0.80,13.0,31.5,-18.5,-1.02,-0.74,Matches
2502,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,9,640,71,18.7,7.1,8,,5,1,,11,2.11,13,8,+5,+0.70,-0.43,7.9,11.5,-3.7,-0.51,-1.12,Matches
2503,Diego Rolán,uy URU,"FW,MF",Málaga,es La Liga,24,1993,26,1946,75,56.9,21.6,21,86,17,5,27,0,0.35,14,42,-28,-1.29,-0.75,21.8,41.0,-19.2,-0.89,-0.78,Matches
2504,Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,31,2511,81,73.4,27.9,28,87,25,3,26,2,2.00,61,38,+23,+0.82,-0.17,59.5,31.1,+28.4,+1.02,+0.23,Matches
2505,Esteban Rolón,ar ARG,MF,Málaga,es La Liga,22,1995,8,418,52,12.2,4.6,6,69,1,2,3,13,0.88,1,12,-11,-2.37,-1.59,3.1,9.9,-6.8,-1.45,-1.03,Matches
2506,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,23,1888,82,55.2,21.0,21,,20,2,,12,0.96,19,42,-23,-1.10,-0.80,20.7,40.0,-19.3,-0.92,-0.91,Matches
2507,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,28,2353,84,68.8,26.1,27,,23,1,,2,1.68,39,25,+14,+0.54,+0.54,35.8,23.7,+12.1,+0.46,+0.28,Matches
2508,Andrea Romagnoli,it ITA,GK,Roma,it Serie A,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2509,Simone Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,8,557,70,16.3,6.2,6,,5,2,,6,0.63,4,6,-2,-0.32,-0.01,6.1,9.4,-3.3,-0.53,-0.17,Matches
2510,Aristóteles Romero,ve VEN,"MF,FW",Crotone,it Serie A,21,1995,6,86,14,2.5,1.0,0,,0,6,,9,0.50,1,1,0,0.00,+0.70,1.0,1.6,-0.6,-0.67,-0.04,Matches
2511,Óscar Romero,py PAR,"MF,FW",Alavés,es La Liga,25,1992,5,251,50,7.3,2.8,2,90,2,3,24,2,0.00,0,4,-4,-1.43,-1.26,2.1,6.5,-4.4,-1.57,-1.20,Matches
2512,Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,90,90,2.6,1.0,1,,1,0,,29,3.00,1,0,+1,+1.00,-0.05,0.4,0.6,-0.2,-0.21,-0.62,Matches
2513,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,34,2897,85,84.7,32.2,34,,28,0,,3,0.94,27,47,-20,-0.62,-0.79,32.0,40.0,-7.9,-0.25,-0.69,Matches
2514,Rômulo,it ITA,"MF,DF",Hellas Verona,it Serie A,30,1987,37,3168,86,92.6,35.2,36,,32,1,,0,0.59,26,73,-47,-1.34,-0.98,29.6,66.0,-36.4,-1.03,-0.78,Matches
2515,Cristiano Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,27,2285,85,66.8,25.4,27,85,19,0,,0,1.96,64,29,+35,+1.38,+0.19,56.9,27.5,+29.4,+1.16,+0.15,Matches
2516,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,21,1492,71,43.6,16.6,17,84,14,4,17,9,1.38,26,29,-3,-0.18,-0.27,27.0,21.7,+5.3,+0.32,+0.58,Matches
2517,Salomón Rondón,ve VEN,FW,West Brom,eng Premier League,27,1989,36,2767,77,80.9,30.7,32,,23,4,,1,0.81,25,48,-23,-0.75,-0.47,27.6,40.1,-12.5,-0.41,-0.56,Matches
2518,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,22,1994,32,2350,73,68.7,26.1,29,80,15,3,11,2,1.13,21,37,-16,-0.61,-1.54,28.4,27.8,+0.5,+0.02,-0.25,Matches
2519,Marten de Roon,nl NED,MF,Atalanta,it Serie A,26,1991,34,2571,76,75.2,28.6,29,,24,5,,1,1.62,37,25,+12,+0.42,-0.22,47.5,26.8,+20.7,+0.72,+0.01,Matches
2520,Wayne Rooney,eng ENG,"MF,FW",Everton,eng Premier League,31,1985,31,2268,73,66.3,25.2,27,,7,4,,3,1.45,30,33,-3,-0.12,+0.74,25.9,31.8,-5.9,-0.24,+0.23,Matches
2521,Roberto Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,35,3123,89,91.3,34.7,35,89,33,0,,1,0.57,24,53,-29,-0.84,+1.59,35.4,51.7,-16.3,-0.47,+0.96,Matches
2522,Romario Rösch,de GER,MF,Augsburg,de Bundesliga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2523,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,27,1990,10,800,80,23.4,8.9,9,,6,1,,10,2.10,18,14,+4,+0.45,-0.72,14.0,10.9,+3.1,+0.35,-0.60,Matches
2524,Liam Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,3,164,55,4.8,1.8,1,,1,2,,5,1.33,2,3,-1,-0.55,-0.02,1.5,2.3,-0.8,-0.45,-0.09,Matches
2525,Aleandro Rosi,it ITA,DF,Genoa,it Serie A,30,1987,24,1700,71,49.7,18.9,22,,11,2,,8,0.96,14,19,-5,-0.26,0.00,19.1,22.7,-3.6,-0.19,-0.43,Matches
2526,Valentin Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,36,2780,77,81.3,30.9,31,88,27,5,11,1,1.33,43,60,-17,-0.55,-0.41,33.6,54.1,-20.5,-0.66,-0.43,Matches
2527,Luca Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,23,2027,88,59.3,22.5,22,,22,1,,14,1.09,23,30,-7,-0.31,-0.12,23.1,28.3,-5.2,-0.23,-0.63,Matches
2528,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,1,8,8,0.2,0.1,0,,0,1,,36,0.00,0,1,-1,-11.25,-11.75,0.8,0.3,+0.5,+5.64,+4.92,Matches
2529,Giuseppe Rossi,it ITA,"FW,MF",Genoa,it Serie A,30,1987,9,260,29,7.6,2.9,1,,0,8,,6,0.56,5,3,+2,+0.69,+1.03,5.6,4.2,+1.4,+0.50,+0.52,Matches
2530,Jérôme Roussillon,fr FRA,DF,Montpellier,fr Ligue 1,24,1993,22,1880,85,55.0,20.9,22,85,15,0,,0,1.45,22,15,+7,+0.34,+0.57,22.9,19.8,+3.0,+0.15,+0.11,Matches
2531,Wayne Routledge,eng ENG,"MF,FW",Swansea City,eng Premier League,32,1985,15,429,29,12.5,4.8,4,,1,11,,12,0.80,1,11,-10,-2.10,-1.56,3.4,10.1,-6.7,-1.41,-0.79,Matches
2532,Nolan Roux,fr FRA,"FW,MF",Metz,fr Ligue 1,29,1988,35,2834,81,82.9,31.5,33,85,20,2,22,0,0.71,29,58,-29,-0.92,+1.08,33.1,58.9,-25.9,-0.82,-0.04,Matches
2533,Rubén,es ESP,GK,La Coruña,es La Liga,33,1984,28,2478,89,72.5,27.5,27,90,27,1,48,0,0.68,25,58,-33,-1.20,-0.72,36.0,43.3,-7.3,-0.26,-0.28,Matches
2534,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,24,1993,27,2338,87,68.4,26.0,25,,25,2,,9,2.04,46,22,+24,+0.92,+0.92,37.8,19.5,+18.3,+0.70,+0.51,Matches
2535,Artjoms Rudņevs,lv LVA,FW,Köln,de Bundesliga,29,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2536,Sebastian Rudy,de GER,MF,Bayern Munich,de Bundesliga,27,1990,25,1515,61,49.5,16.8,16,,13,9,,8,2.44,46,17,+29,+1.72,-0.32,39.9,17.8,+22.1,+1.32,+0.04,Matches
2537,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,35,3112,89,91.0,34.6,35,89,34,0,,0,1.49,44,44,0,0.00,+0.88,47.3,47.3,0.0,0.00,+0.91,Matches
2538,Vincent Rüfli,ch SUI,"DF,FW",Dijon,fr Ligue 1,29,1988,3,25,8,0.7,0.3,0,,0,3,8,5,0.33,0,0,0,0.00,+0.48,0.1,0.4,-0.3,-1.06,-0.48,Matches
2539,Daniele Rugani,it ITA,DF,Juventus,it Serie A,23,1994,22,1935,88,56.6,21.5,22,,21,0,,15,2.59,54,17,+37,+1.72,+0.21,32.0,16.6,+15.4,+0.72,-0.04,Matches
2540,Mário Rui,pt POR,DF,Napoli,it Serie A,26,1991,25,2087,83,61.0,23.2,24,,20,1,,11,2.24,42,20,+22,+0.95,-0.81,39.5,19.0,+20.5,+0.88,-0.44,Matches
2541,Aitor Ruibal,es ESP,MF,Betis,es La Liga,21,1996,2,9,5,0.3,0.1,0,,0,2,5,2,1.50,0,0,0,0.00,+0.03,0.0,0.1,0.0,-0.30,-0.22,Matches
2542,Fabián Ruiz Peña,es ESP,MF,Betis,es La Liga,21,1996,34,2659,78,77.7,29.5,30,87,23,4,13,2,1.59,48,45,+3,+0.10,+0.57,35.9,39.1,-3.1,-0.11,-0.11,Matches
2543,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,28,1989,27,2416,89,70.6,26.8,27,89,26,0,,8,1.78,46,29,+17,+0.63,+1.53,40.3,34.9,+5.4,+0.20,+0.70,Matches
2544,Antonio Rukavina,rs SRB,DF,Villarreal,es La Liga,33,1984,17,1272,75,37.2,14.1,14,87,13,3,19,18,1.76,22,17,+5,+0.35,+0.27,20.3,22.4,-2.1,-0.15,-0.23,Matches
2545,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26,2340,90,68.4,26.0,26,90,26,0,,4,1.35,50,45,+5,+0.19,+0.03,38.2,36.5,+1.7,+0.06,-0.06,Matches
2546,Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,26,1991,21,1160,55,37.9,12.9,15,,4,6,,7,1.52,25,19,+6,+0.47,-0.10,17.6,18.7,-1.0,-0.08,-0.29,Matches
2547,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,19,1145,60,37.4,12.7,12,,6,7,,10,1.53,20,21,-1,-0.08,-0.13,18.3,16.9,+1.4,+0.11,+0.15,Matches
2548,Oliva Rutjens,es ESP,DF,Benevento,it Serie A,19,1998,0,,,,,0,,0,0,,8,,0,0,0,,,0.0,0.0,0.0,0.00,+0.92,Matches
2549,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,25,1992,38,3420,90,100.0,38.0,38,,38,0,,0,1.05,34,54,-20,-0.53,,37.0,50.8,-13.8,-0.36,,Matches
2550,Idriss Saadi,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,26,941,36,27.5,10.5,10,77,5,16,11,8,0.69,8,26,-18,-1.72,-1.54,10.5,21.1,-10.6,-1.02,-0.93,Matches
2551,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,35,3093,88,90.4,34.4,35,88,34,0,,0,1.46,50,43,+7,+0.20,+0.75,46.3,38.4,+7.8,+0.23,+0.33,Matches
2552,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,eng Premier League,20,1996,5,220,44,6.4,2.4,2,,0,3,,8,0.40,1,5,-4,-1.64,-0.91,1.6,3.0,-1.4,-0.58,-0.14,Matches
2553,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1994,22,1790,81,58.5,19.9,21,,18,1,,0,1.68,29,28,+1,+0.05,-0.16,31.2,25.3,+5.9,+0.30,+0.35,Matches
2554,Enric Saborit,es ESP,DF,Athletic Club,es La Liga,25,1992,19,1428,75,41.8,15.9,16,86,12,3,15,3,1.42,12,15,-3,-0.19,+0.04,18.5,18.0,+0.5,+0.03,+0.08,Matches
